REFERENCIA;EAN;LAYOUT;NOME PT;CAPACIDADE;QTD PECAS;SELOS;APLICACOES;URL QR
382.012.001;7896779682218;4;Organizador Quadrado Modular;900 ML;1;BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/382.012.001
382.012.002;7896779638222;4;Organizador Quadrado Modular;900 ML;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/382.012.002
382.012.003;7896779638239;4;Organizador Quadrado Modular;900 ML;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/382.012.003
3820.016.644;7896779603824;3;Kit Pote Café e Açúcar;1.6 L;1;BPA,ATX,BRA,LAV,EMP;ACUC,CAFE,PET,MANT,GRAO,FARI;nitron.com.br/p/3820.016.644
383.012.001;7896779683321;4;Organizador Retangular Modular;1.45 ML;1;BRA,EMP,FCL,TRP,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/383.012.001
383.012.002;7896779638314;4;Organizador Retangular Modular;1.45 ML;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/383.012.002
383.012.003;7896779638321;4;Organizador Retangular Modular;1.45 ML;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/383.012.003
384.012.001;7896779684427;4;Organizador Pequeno Modular;400 ML;1;BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/384.012.001
384.012.002;7896779638420;4;Organizador Pequeno Modular;400 ML;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/384.012.002
384.012.003;7896779638437;4;Organizador Pequeno Modular;400 ML;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/384.012.003
3840.016.002;7896779684212;2;Kit Mantimentos com 3 Peças;785 ML;3;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/3840.016.002
3840.016.003;7896779603848;2;Kit Mantimentos com 3 Peças;785 ML;3;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/3840.016.003
385.006.M00;7896779638512;4;Tábua de Corte Teca - M;;1;BRA,EMP,FCL;COZI;nitron.com.br/p/385.006.M00
387.006.M00;7896779638710;4;Tábua de Corte Teca - G;;1;BRA,EMP,FCL;COZI;nitron.com.br/p/387.006.M00
390.012.M00;7896779639021;4;Tábua com Cabo Teca - P;;1;BRA,EMP,FCL;COZI;nitron.com.br/p/390.012.M00
391.006.M00;7896779639137;4;Tábua com Cabo Teca - M;;1;BRA,EMP,FCL;COZI;nitron.com.br/p/391.006.M00
392.006.M00;7896779639212;4;Tábua com Cabo Teca - G;;1;BRA,EMP,FCL;COZI;nitron.com.br/p/392.006.M00
396.006.002;7896779639618;3;Lixeira Flat com Pedal;7 L;1;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/396.006.002
396.006.003;7896779639625;3;Lixeira Flat com Pedal;7 L;1;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/396.006.003
396.006.086;7896779696215;3;Lixeira Flat com Pedal;7 L;1;BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/396.006.086
397.004.002;7896779639755;3;Lixeira Flat com Pedal;14 L;1;BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/397.004.002
397.004.003;7896779639724;3;Lixeira Flat com Pedal;14 L;1;BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/397.004.003
397.004.086;7896779697212;3;Lixeira Flat com Pedal;14 L;1;BRA,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/397.004.086
398.004.002;7896779639816;3;Lixeira Flat com Clique;12 L;1;BRA,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/398.004.002
398.004.003;7896779639823;3;Lixeira Flat com Clique;12 L;1;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/398.004.003
398.004.086;7896779698219;3;Lixeira Flat com Clique;12 L;1;BRA,HER,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/398.004.086
399.012.007;7896779639922;1;Porta Leite em Pó;280 ML;1;BPA,ATX,BRA;MANT,BEBI,BRIN;nitron.com.br/p/399.012.007
399.012.008;7896779639939;1;Porta Leite em Pó;280 ML;1;BPA,ATX,BRA;MANT,BEBI,BRIN;nitron.com.br/p/399.012.008
400.024.002;7896779640010;1;Abridor de Tampas Apertadas;;1;ATX,BRA,LAV;COZI;nitron.com.br/p/400.024.002
4010.012.003;7896779640102;2;Açucareiro com Tampa;836 ML;1;BPA,ATX,BRA,LAV;ACUC,TEMP,COZI,MANT;nitron.com.br/p/4010.012.003
403.024.002;7896779640324;1;Kit Biscoito Facil;240 ML;1;ATX,BRA,LAV;CONF;nitron.com.br/p/403.024.002
4030.012.003;7896779640119;2;Porta Farofa com Tampa;836 ML;1;BPA,ATX,BRA,LAV;TEMP,COZI,MANT;nitron.com.br/p/4030.012.003
4040.012.003;7896779640140;2;Saleiro com Tampa;836 ML;1;BPA,ATX,BRA,LAV;TEMP,COZI,MANT;nitron.com.br/p/4040.012.003
408.012.002;7896779640836;3;Kit Churros Fácil;;1;ATX,BRA,LAV,FCL;CONF;nitron.com.br/p/408.012.002
419.024.002;7896779641918;1;Cortador de Batatas;;1;ATX,BRA,LAV;COZI;nitron.com.br/p/419.024.002
421.024.002;7896779642120;1;Cortador e Ralador de Legumes;;1;BPA,ATX,BRA;COZI;nitron.com.br/p/421.024.002
422.024.002;7896779642229;1;Kit Decorador de Bolo c/ 7 Pçs;;7;ATX,BRA,LAV;CONF;nitron.com.br/p/422.024.002
423.024.002;7896779642311;1;Conj. Bico Russo Confeit. c/ 5 Pçs;;5;ATX,BRA,LAV;CONF;nitron.com.br/p/423.024.002
427.024.002;7896779642731;3;Escorredor quadrado;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/427.024.002
427.024.003;7896779642762;3;Escorredor quadrado;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/427.024.003
429.024.002;7896779642915;1;Escorredor Meia Lua;;1;BPA,ATX,BRA;COZI;nitron.com.br/p/429.024.002
429.024.003;7896779642922;1;Escorredor Meia Lua;;1;BPA,ATX,BRA;COZI;nitron.com.br/p/429.024.003
434.024.002;7896779643424;1;kit Donuts;;1;ATX,BRA,LAV;CONF;nitron.com.br/p/434.024.002
435.012.002;7896779643523;2;Hamburgueira;;1;ATX,BRA,LAV,FCL;COZI;nitron.com.br/p/435.012.002
438.006.M00;7896779643813;4;Tábua de Corte Teca Extra G;;1;BRA,EMP,FCL;COZI;nitron.com.br/p/438.006.M00
443.006.M00;7896779644315;4;Tábua de Corte Teca G com Alça de Metal;;1;BRA,EMP,FCL;COZI;nitron.com.br/p/443.006.M00
444.012.001;7896779644438;4;Organizador para Gavetas;;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/444.012.001
445.012.001;7896779644520;4;Organizador de Cosméticos e Bijouterias;;1;BRA,EMP,FCL,RCL;ROUP,PECA,FERR,ESCR,BRIN,DOCU;nitron.com.br/p/445.012.001
446.012.001;7896779644629;4;Organizador de Pincéis e Acessórios;;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/446.012.001
449.006.002;7896779644919;3;Lixeira Juta com Pedal;6 L;1;BRA,HER,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/449.006.002
449.006.003;7896779644926;3;Lixeira Juta com Pedal;6 L;1;BRA,PED,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/449.006.003
449.006.086;7896779649204;3;Lixeira Juta com Pedal;6 L;1;BRA,HER,PED,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/449.006.086
450.012.002;7896779645015;3;Lixeira Juta com Clique;4.5 L;1;BRA,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/450.012.002
450.012.003;7896779645022;3;Lixeira Juta com Clique;4.5 L;1;BRA,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/450.012.003
450.012.086;7896779608645;3;Lixeira Juta com Clique;4.5 L;1;BRA,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/450.012.086
453.012.002;7896779645336;3;Lixeira Rattan com Clique;4.5 L;1;BRA,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/453.012.002
453.012.003;7896779645343;3;Lixeira Rattan com Clique;4.5 L;1;BRA,HIG,FCL,RCL;PET,LIXO,COZI,BANH;nitron.com.br/p/453.012.003
453.012.086;7896779653201;3;Lixeira Rattan com Clique;4.5 L;1;BRA,HIG,FCL,RCL;LIXO,COZI,BANH;nitron.com.br/p/453.012.086
458.024.002;7896779645831;3;Porta Leite de Saquinho;;1;BPA,ATX,BRA,LAV;COZI,MANT,TEMP;nitron.com.br/p/458.024.002
458.024.003;7896779645824;3;Porta Leite de Saquinho;;1;BPA,ATX,BRA,LAV,HIG;COZI,MANT,TEMP;nitron.com.br/p/458.024.003
501.012.001;7896779650170;4;Caixa Organizadora Flat com Tampa;2.3 L;1;BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/501.012.001
501.012.002;7896779650132;4;Caixa Organizadora Flat com Tampa;2.3 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/501.012.002
501.012.003;7896779650163;4;Caixa Organizadora Flat com Tampa;2.3 L;1;BRA,EMP,FCL,RCL;ROUP,PECA,FERR,ESCR,BRIN,DOCU;nitron.com.br/p/501.012.003
501.012.086;7896779686216;4;Caixa Organizadora Flat com Tampa;2.3 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/501.012.086
502.012.001;7896779650231;4;Caixa Organizadora Flat com Tampa;3.7 L;1;BRA,EMP,FCL,TRP,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/502.012.001
502.012.002;7896779650224;4;Caixa Organizadora Flat com Tampa;3.7 L;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/502.012.002
502.012.003;7896779650217;4;Caixa Organizadora Flat com Tampa;3.7 L;1;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/502.012.003
502.012.086;7896779628629;4;Caixa Organizadora Flat com Tampa;3.7 L;1;BRA,EMP,FCL,RCL;PET,ROUP,PECA,FERR,ESCR,BRIN,DOCU;nitron.com.br/p/502.012.086
503.006.001;7896779650330;4;Caixa Organizadora Flat com Tampa;10.3 L;1;BPA,BRA,EMP,FCL,TRP,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/503.006.001
503.006.002;7896779650316;4;Caixa Organizadora Flat com Tampa;10.3 L;1;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/503.006.002
503.006.003;7896779650323;4;Caixa Organizadora Flat com Tampa;10.3 L;1;BPA,BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/503.006.003
503.006.086;7896779686193;4;Caixa Organizadora Flat com Tampa;10.3 L;1;BPA,BRA,MIC,EMP,FCL,RCL;FERR,BRIN,PET,LIMP,ROUP,PECA,ESCR,DOCU;nitron.com.br/p/503.006.086
507.004.M03;7896779650729;4;Tabua de Corte Teca com Gaveta de servir;2 L;1;BRA,EMP,HIG,FCL;COZI;nitron.com.br/p/507.004.M03
545.012.002;7896779654512;2;Porta Detergente e Esponja Flat;;1;BPA,ATX,BRA,LAV;PET,LIMP,COZI,MANT;nitron.com.br/p/545.012.002
545.012.003;7896779654529;2;Porta Detergente e Esponja Flat;;1;BPA,ATX,BRA,LAV;PET,LIMP,COZI,MANT;nitron.com.br/p/545.012.003
545.012.086;7896779654543;2;Porta Detergente e Esponja Flat;;1;BPA,ATX,BRA,LAV;PET,LIMP,COZI,MANT;nitron.com.br/p/545.012.086
546.012.002;7896779654611;2;Porta Escovas Flat;;1;BPA,BRA,HIG,FCL;BANH,HIGI;nitron.com.br/p/546.012.002
546.012.003;7896779654628;2;Porta Escovas Flat;;1;BRA,HIG,FCL,RCL;BANH,HIGI;nitron.com.br/p/546.012.003
546.012.086;7896779646166;2;Porta Escova Flat;;1;BRA,LAV,HIG,FCL;PET,LIMP,HIGI,BANH;nitron.com.br/p/546.012.086
547.012.002;7896779654710;2;Porta Algodão e Cotonete Flat;;1;BPA,BRA,HIG,FCL;PET,BANH,HIGI,COSM;nitron.com.br/p/547.012.002
547.012.003;7896779654727;2;Porta Algodão e Cotonete Flat;;1;BRA,LAV,HIG,FCL;PET,LIMP,HIGI,BANH;nitron.com.br/p/547.012.003
547.012.086;7896779647194;2;Porta Algodão e Cotonete Flat;;1;BRA,HIG,FCL,RCL;PET,BANH,HIGI,COSM;nitron.com.br/p/547.012.086
548.024.002;7896779654819;1;Saboneteira com Tela Flat;;1;BRA,HIG,FCL;BANH,HIGI;nitron.com.br/p/548.024.002
548.024.003;7896779654826;1;Saboneteira com Tela Flat;;1;BRA,HIG,FCL;BANH,HIGI;nitron.com.br/p/548.024.003
548.024.086;7896779648160;1;Saboneteira com Tela Flat;;1;BPA,BRA,HIG;BANH,HIGI;nitron.com.br/p/548.024.086
549.024.998;7896779654994;2;Copo Sem Tampa;;1;BPA,ATX,BRA,LAV;BEBI;nitron.com.br/p/549.024.998
549.024.999;7896779649167;2;Copo Com Tampa;;1;BPA,ATX,BRA,LAV;BEBI;nitron.com.br/p/549.024.999
550.036.998;7896779650040;2;Caneca Sem Tampa;;1;BPA,ATX,BRA,LAV;BEBI;nitron.com.br/p/550.036.998
550.036.999;7896779655090;2;Caneca Com Tampa;;1;BPA,ATX,BRA,LAV;BEBI;nitron.com.br/p/550.036.999
552.002.M02;7896779652228;4;Cesto de Roupas Empilhável com Tampa Teca;43.8 L;1;BRA,EMP,FCL,REC,RCL;ROUP;nitron.com.br/p/552.002.M02
552.002.M03;7896779652242;4;Cesto de Roupas Empilhável com Tampa Teca;43.8 L;1;BRA,EMP,FCL,RCL;ROUP;nitron.com.br/p/552.002.M03
552.004.002;7896779655236;3;Cesto de Roupas Empilhável;43.8 L;1;ATX,BRA,EMP,HIG,FCL,RCL;ROUP;nitron.com.br/p/552.004.002
552.004.003;7896779655243;3;Cesto de Roupas Empilhável;43.8 L;1;ATX,BRA,EMP,HIG,FCL,REC;ROUP;nitron.com.br/p/552.004.003
553.012.002;7896779655311;2;Porta Sabão Líquido Flat;500 ML;1;BPA,ATX,BRA,LAV;PET,LIMP,HIGI,COZI;nitron.com.br/p/553.012.002
553.012.003;7896779655328;2;Porta Sabão Líquido Flat;500 ML;1;BPA,ATX,BRA,LAV;BRIN,PET,LIMP,ROUP;nitron.com.br/p/553.012.003
553.012.086;7896779655342;2;Porta Sabão Líquido Flat;500 ML;1;BPA,ATX,BRA,LAV;PET,LIMP,COZI,MANT;nitron.com.br/p/553.012.086
554.006.P01;7896779655472;1;Kit POP com 6 Potes;330 ML;6;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/554.006.P01
554.012.001;7896779655410;1;Pote com Tampa Fixa;330 ML;1;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/554.012.001
554.012.003;7896779655441;1;Pote com Tampa Fixa;330 ML;1;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/554.012.003
555.006.P01;7896779655540;2;Kit POP com 6 Potes;600 ML;6;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/555.006.P01
555.012.001;7896779655519;2;Pote com Tampa Fixa;600 ML;1;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/555.012.001
555.012.003;7896779655595;2;Pote com Tampa Fixa;600 ML;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/555.012.003
556.012.001;7896779655618;2;Pote com Tampa Fixa;1 L;1;BPA,ATX,BRA,HER;PET,MANT,GRAO,CAFE;nitron.com.br/p/556.012.001
556.012.003;7896779655694;2;Pote com Tampa Fixa;1 L;1;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/556.012.003
562.004.M00;7896779656226;4;Tábua de Pizza com Cabo Teca;;1;BRA,EMP,FCL;COZI;nitron.com.br/p/562.004.M00
563.004.M00;7896779656318;4;Tábua de Pizza Brotinho com Cabo Teca;;1;BRA,EMP,FCL;COZI;nitron.com.br/p/563.004.M00
6120.006.P01;7896779620098;2;Kit POP com 6 Potes;500 ML;6;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/6120.006.P01
6120.050.001;7896779606122;2;Pote Raso Retangular com 2 Peças;500 ML;2;BPA,ATX,BRA,LAV;CAFE,PET,MANT,GRAO;nitron.com.br/p/6120.050.001
6130.030.001;7896779606139;2;Pote Raso Retangular com 3 Peças;500 ML;3;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/6130.030.001
625.002.M00;7896779662517;4;Tabua Multiuso Madeira Teca Grande Gourmet;;1;BRA,LAV,EMP,FCL;COZI;nitron.com.br/p/625.002.M00
680.004.M00;7896779668038;4;Boleira Teca Com Acrílico;;1;BRA,EMP,FCL;CONF,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/680.004.M00
681.004.M00;7896779668137;4;Queijeira Teca Com Acrílico;;1;BRA,EMP,HIG,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/681.004.M00
682.004.M00;7896779668229;4;Petisqueira Teca com 3 Molheiras;;3;BRA,EMP,FCL;TEMP,PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/682.004.M00
683.004.M00;7896779668311;4;Petisqueira Teca com 2 Molheiras;;2;BRA,EMP,FCL;TEMP,PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/683.004.M00
684.004.M00;7896779668410;4;Tábua de Servir Teca Com Cabo e 2 Molheiras;;1;BRA,EMP,HIG,FCL;COZI;nitron.com.br/p/684.004.M00
685.004.M00;7896779668519;4;Tábua de Servir Teca Com 1 Molheira;;1;BRA,EMP,HIG,FCL;COZI;nitron.com.br/p/685.004.M00
686.004.M00;7896779668687;4;Tábua de Servir Teca com 3 Molheiras;;3;BRA,EMP,FCL;COZI;nitron.com.br/p/686.004.M00
689.004.M00;7896779668915;4;Tábua Servir Teca Com Cabo e 1 Molheira;;1;BRA,EMP,FCL;COZI;nitron.com.br/p/689.004.M00
695.002.M00;7896779669516;4;Tabua Multiuso Madeira Teca Quadrada Gourmet;;1;BRA,EMP,FCL;COZI;nitron.com.br/p/695.002.M00
700.006.001;7896779670017;3;Organizador de Geladeira Rattan;7 L;1;BPA,ATX,BRA,FRZ,LAV,EMP;PET,FRIO,SOBR,MANT;nitron.com.br/p/700.006.001
701.006.001;7896779670116;3;Organizador de Geladeira Rattan;4.5 L;1;BPA,ATX,BRA,FRZ,LAV,EMP;FRIO,SOBR,MANT;nitron.com.br/p/701.006.001
702.006.001;7896779670215;3;Organizador de Geladeira Rattan;3.2 L;1;BPA,ATX,BRA,FRZ,LAV,EMP;FRIO,SOBR,MANT;nitron.com.br/p/702.006.001
703.006.001;7896779670314;3;Organizador de Geladeira Rattan;4 L;1;BPA,ATX,BRA,FRZ,LAV,EMP;FRIO,SOBR,MANT;nitron.com.br/p/703.006.001
704.006.001;7896779670420;3;Organizador de Geladeira Rattan;2 L;1;BPA,ATX,BRA,FRZ,LAV,EMP;PET,LIMP,FRIO,SOBR,MANT;nitron.com.br/p/704.006.001
705.006.001;7896779670512;3;Organizador de Geladeira Juta;3.7 L;1;BPA,ATX,BRA,FRZ,LAV,EMP;TEMP,FRIO,SOBR,MANT;nitron.com.br/p/705.006.001
706.006.001;7896779670611;3;Organizador de Geladeira Juta;1.5 L;1;BPA,ATX,BRA,FRZ,LAV,EMP;PET,LIMP,FRIO,SOBR,MANT;nitron.com.br/p/706.006.001
712.012.001;7896779628643;3;Organizador de Geladeira Flat;2.35 L;1;BPA,ATX,BRA,FRZ,LAV,EMP;PET,FRIO,SOBR,MANT;nitron.com.br/p/712.012.001
713.012.001;7896779671311;3;Organizador de Geladeira Flat;3.75 L;1;BPA,ATX,BRA,FRZ,LAV,EMP;BRIN,PET,FRIO,SOBR,MANT;nitron.com.br/p/713.012.001
817.012.001;7896779681785;3;Pote Alto com Válvula;1.5 L;1;BPA,ATX,BRA,MIC,FRZ,HER;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/817.012.001
818.012.001;7896779689194;3;Pote Alto com Válvula;2.9 L;1;BPA,ATX,BRA,MIC,FRZ,HER;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/818.012.001
819.012.001;7896779681983;3;Pote Alto com Válvula;4.6 L;1;BPA,ATX,BRA,MIC,FRZ,HER;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/819.012.001
820.006.002;7896779682010;3;Escorredor de Pratos Flat;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/820.006.002
820.006.003;7896779682027;3;Escorredor de Pratos Flat;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/820.006.003
820.006.086;7896779682034;3;Escorredor de Pratos Flat;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/820.006.086
821.004.001;7896779682119;1;Kit Pote Tampa Fixa c/ 3 Pçs;330 ML;3;BPA,ATX,BRA;SOBR,PET,MANT;nitron.com.br/p/821.004.001
821.004.003;7896779682195;1;Kit Pote Tampa Fixa c/ 3 Pçs;330 ML;3;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/821.004.003
822.006.002;IAGO;2;Escorredor de Talheres Flat;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/822.006.002
822.006.003;7896779682232;2;Escorredor de Talheres Flat;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/822.006.003
822.006.086;7896779682249;2;Escorredor de Talheres Flat;;1;BPA,ATX,BRA,LAV;COZI;nitron.com.br/p/822.006.086
850.004.N03;7896779685028;4;Arara de Roupas Nitron-Mob;;1;BRA,FCL,RCL;ROUP;nitron.com.br/p/850.004.N03
851.004.N03;7896779685110;4;Organizador Multiuso P;;1;BRA,HIG,FCL,RCL;BRIN,CALC,DECO,ROUP,DOCU;nitron.com.br/p/851.004.N03
852.004.N03;7896779685226;4;Organizador Multiuso G;;1;BRA,HIG,FCL,RCL;BRIN,CALC,JARD,DECO,ROUP,DOCU;nitron.com.br/p/852.004.N03
853.004.N03;7896779685325;4;Kit Suporte Decorativo;;1;BRA,FCL,RCL;DECO;nitron.com.br/p/853.004.N03
855.004.N03;7896779685523;4;Prateleira Multiuso G 2P;;1;BRA,FCL,RCL;DECO;nitron.com.br/p/855.004.N03
856.004.N03;7896779685622;4;Prateleira Multiuso G 3P;;1;BRA,FCL,RCL;DECO;nitron.com.br/p/856.004.N03
857.004.N03;7896779685721;4;Prateleira Multiuso G 4P;;1;BRA,FCL,RCL;DECO;nitron.com.br/p/857.004.N03
858.004.N03;7896779685820;4;Prateleira Multiuso M 2P;;1;BRA,FCL,RCL;DECO;nitron.com.br/p/858.004.N03
859.004.N03;7896779685929;4;Prateleira Multiuso M 3P;;1;BRA,FCL,RCL;DECO;nitron.com.br/p/859.004.N03
860.004.N03;7896779686025;4;Prateleira Multiuso M 4P;;1;BRA,FCL,RCL;DECO;nitron.com.br/p/860.004.N03
861.004.N03;7896779686162;4;Prateleira Multiuso P 2P;;1;BRA,FCL,RCL;DECO;nitron.com.br/p/861.004.N03
862.004.N03;7896779686278;4;Prateleira Multiuso P 3P;;1;BRA,FCL,RCL;DECO;nitron.com.br/p/862.004.N03
863.004.N03;7896779686322;4;Prateleira Multiuso P 4P;;1;BRA,FCL,RCL;DECO;nitron.com.br/p/863.004.N03
920.004.002;7896779692071;2;Kit Detergente Flat com 2 Peças;500 ML;2;BPA,ATX,BRA,LAV;LIMP,COZI,MANT,TEMP;nitron.com.br/p/920.004.002
920.004.003;7896779608652;2;Kit Detergente Flat com 2 Peças;500 ML;2;BPA,ATX,BRA,LAV;LIMP,COZI,MANT,TEMP;nitron.com.br/p/920.004.003
920.004.086;7896779608669;2;Kit Detergente Flat com 2 Peças;500 ML;2;BPA,ATX,BRA,LAV;LIMP,COZI,MANT,TEMP;nitron.com.br/p/920.004.086
