CODPROD;REFERENCIA;DESCRICAO SANKHYA;LAYOUT;NOME PT;NOME EN;NOME ES;CAP VALOR;CAP UNID;QTD PECAS;LARG CM;ALT CM;PROF CM;SELOS;APLICACOES;URL QR
;227.036.999;Copo Infantil com Alça - Sortido 320ml (227);1;Copo Infantil com Alça;Children's Cup with Handle;Vaso Infantil con Asa;320.0;ML;1;11.0;12.2;8.0;BPA,ATX,BRA;BEBI,BRIN;nitron.com.br/p/227.036.999
;2270.012.001;Pote Redondo com Travas - Transparente 2,3L (022/7);3;Pote Redondo com Travas;Round Storage Container with Locks;Recipiente Redondo con Cerraduras;2.3;L;1;22.5;10.0;20.5;BPA,ATX,BRA,HER,LAV,EMP;BRIN,ROUP,MAQU,MANT,GRAO,CAFE;nitron.com.br/p/2270.012.001
;2270.012.003;Pote Redondo com Travas - Preto 2,3L;3;Pote Redondo com Travas;Round Storage Container with Locks;Recipiente Redondo con Cerraduras;2.3;L;1;22.5;10.0;20.5;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2270.012.003
;228.012.003;Pote com Travas Laterais - Preto 1,1L;3;Pote com Travas Laterais;Pot with Lateral Locks;Pote con Trabas Laterales;1.1;L;1;17.4;9.1;13.0;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/228.012.003
;2280.012.001;Pote Redondo com Travas - Transparente 1,1L (022/8);3;Pote Redondo com Travas;Round Storage Container with Locks;Recipiente Redondo con Cerraduras;1.1;L;1;17.5;8.0;16.0;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2280.012.001
;2280.012.003;Pote Redondo com Travas - Preto 1,1L;3;Pote Redondo com Travas;Round Storage Container with Locks;Recipiente Redondo con Cerraduras;1.1;L;1;17.5;8.0;16.0;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2280.012.003
;229.012.001;Cook Freezer Micro-ondas com Cesto - Transparente 3L (229);3;Cook Freezer Micro-ondas com Cesto;Microwave Freezer Cooker with Basket;Congelador Cocción Microondas con Cesta;3.0;L;1;23.7;10.2;23.7;BPA,ATX,BRA,MIC,FRZ,LAV;SOBR,FRIO,COZI;nitron.com.br/p/229.012.001
;2290.006.862;Kit Pote Redondo Coloratto com 3 Peças - 450ml (304/K);2;Kit Pote Redondo Coloratto c/ 3 Pçs;Coloratto Round container Kit w/ 3 pcs;Kit de Recipientes Redondas Coloratto c/ 3 pzs;450.0;ML;3;13.5;18.0;12.5;BPA,ATX,BRA,MIC;SOBR,MANT,FRIO,MASS;nitron.com.br/p/2290.006.862
;2290.012.001;Pote Redondo com Travas - Transparente 450ml (022/9);2;Pote Redondo com Travas;Round Storage Container with Locks;Recipiente Redondo con Cerraduras;450.0;ML;1;13.5;6.0;12.5;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/2290.012.001
;2290.012.003;Pote Redondo com Travas - Preto 450ml;2;Pote Redondo com Travas;Round Storage Container with Locks;Recipiente Redondo con Cerraduras;450.0;ML;1;13.5;6.0;12.5;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/2290.012.003
;231.006.861;Kit Pote Raso Coloratto com 2 Peças - 270ml (289/K);1;Kit Pote Raso Coloratto c/ 2 Pçs;Coloratto Shallow Pot Kit w/ 2 pcs;Kit de Recipientes poco profundas Coloratto c/ 2 pzs;270.0;ML;2;14.0;8.0;9.6;BPA,ATX,BRA;SOBR,MANT,FRIO;nitron.com.br/p/231.006.861
;231.006.862;Kit Pote Raso Coloratto com 3 Peças - 270ml (291/K);1;Kit Pote Raso Coloratto c/ 3 Pçs;Coloratto Shallow Pot Kit w/ 3 pcs;Kit de Recipientes poco profundas Coloratto c/ 3 pzs;270.0;ML;3;14.0;12.0;9.5;BPA,ATX,BRA;SOBR,MANT,FRIO;nitron.com.br/p/231.006.862
;231.006.P01;Kit POP com 6 Potes Retangular - Transparente 270ml;1;Kit POP com 6 Potes Retang.;POP Kit w/ 6 Rect. Containers –;Kit POP c/ 6 Recipientes Rect.es –;270.0;ML;6;14.0;24.0;10.0;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/231.006.P01
;231.012.001;Pote Raso com Travas - Transparente 270ml;1;Pote Raso com Travas;Shallow container with Locks;Recipientes Baja c/ Cerraduras;270.0;ML;1;14.0;4.0;10.0;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/231.012.001
;231.012.003;Pote Raso com Travas - Preto 270ml;1;Pote Raso com Travas;Shallow container with Locks;Recipientes Baja c/ Cerraduras;270.0;ML;1;14.0;4.0;10.0;BPA,ATX,BRA;MANT,GRAO,CAFE;nitron.com.br/p/231.012.003
;232.006.861;Kit Pote Raso Coloratto com 2 Peças - 500ml;2;Kit Pote Raso Coloratto com 2 Pçs;Coloratto Shallow container Kit w/ 2 pcs;Kit de Recipientes poco profundas Coloratto c/ 2 pzs;500.0;ML;2;17.0;10.0;11.0;BPA,ATX,BRA,LAV;SOBR,MANT,FRIO,MASS;nitron.com.br/p/232.006.861
;232.006.862;Kit Pote Raso Coloratto com 3 Peças - 500ml;2;Kit Pote Raso Coloratto com 3 Pçs;Coloratto Shallow container Kit w/ 3 pcs;Kit de Recipientes poco profundas Coloratto c/ 3 pzs;500.0;ML;3;17.0;15.0;11.0;BPA,ATX,BRA,LAV;SOBR,MANT,FRIO,MASS;nitron.com.br/p/232.006.862
;232.012.001;Pote Raso com Travas - Transparente 500ml;2;Pote Raso com Travas;Shallow container with Locks;Recipientes Baja con Cerraduras;500.0;ML;1;17.0;5.0;11.0;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/232.012.001
;232.012.003;Pote Raso com Travas - Preto 500ml;2;Pote Raso com Travas;Shallow container with Locks;Recipientes Baja con Cerraduras;500.0;ML;1;17.0;5.0;11.0;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/232.012.003
;233.012.001;Pote Raso com Travas - Transparente 1,1L;3;Pote Raso com Travas;Shallow container with Locks;Recipientes Baja con Cerraduras;1.1;L;1;22.0;7.0;14.0;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/233.012.001
;233.012.003;Pote Raso com Travas - Preto 1,1L;3;Pote Raso com Travas;Shallow container with Locks;Recipientes Baja con Cerraduras;1.1;L;1;22.0;7.0;14.0;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/233.012.003
;234.012.001;Pote Raso com Travas - Transparente 2,3L;3;Pote Raso com Travas;Shallow container with Locks;Recipientes Baja con Cerraduras;2.3;L;1;26.0;8.0;18.0;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/234.012.001
;234.012.003;Pote Raso com Travas - Preto 2,3L;3;Pote Raso com Travas;Shallow container with Locks;Recipientes Baja con Cerraduras;2.3;L;1;26.0;8.0;18.0;BPA,ATX,BRA,HER,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/234.012.003
;235.012.001;Pote Acoplado com Rosca - Transparente 500ml;2;Pote Acoplado com Rosca;Coupled Jar with Screw;Recipientes Atornillable;500.0;ML;1;11.8;8.2;11.8;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/235.012.001
;235.012.002;Pote Acoplado com Rosca - Branco 500ml;2;Pote Acoplado com Rosca;Coupled Jar with Screw;Recipientes Atornillable;500.0;ML;1;11.8;8.2;11.8;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/235.012.002
;235.012.003;Pote Acoplado com Rosca - Preto 500ml;2;Pote Acoplado com Rosca;Coupled Jar with Screw;Recipientes Atornillable;500.0;ML;1;11.8;8.2;11.8;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/235.012.003
;235.012.671;Pote Acoplado com Rosca - Sal 500ml;2;Pote Acoplado com Rosca - Sal;;;500.0;ML;1;11.8;8.2;11.8;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/235.012.671
;236.012.001;Pote Acoplado com Rosca - Transparente 1L;2;Pote Acoplado com Rosca;Coupled Jar with Screw;Recipientes Atornillable;1.0;L;1;11.8;15.0;11.8;BPA,ATX,BRA,MIC;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/236.012.001
;236.012.002;Pote Acoplado com Rosca - Branco 1L;2;Pote Acoplado com Rosca;Coupled Jar with Screw;Recipientes Atornillable;1.0;L;1;11.8;15.0;11.8;BPA,ATX,BRA,HER;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/236.012.002
;236.012.003;Pote Acoplado com Rosca - Preto 1L;2;Pote Acoplado com Rosca;Coupled Jar with Screw;Recipientes Atornillada;1.0;L;1;11.8;15.0;11.8;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/236.012.003
;236.012.667;Pote Sal Grosso Acoplado com Rosca - 1L (236/SG);2;Pote Sal Grosso Acoplado com Rosca;Coupled Salt Jar with Screw;Recipientes para sal gruesa acoplada c/ tornillo;1.0;L;1;11.8;15.0;11.8;BPA,ATX,BRA,LAV;ACUC,MANT,GRAO,CAFE;nitron.com.br/p/236.012.667
;236.012.668;Pote Sal Grosso Acoplado com Rosca - 1L Café;2;Pote Sal Grosso Acopl. c/ Rosca - Café;;;1.0;L;1;11.8;15.0;11.8;BPA,ATX,BRA,LAV;ACUC,CAFE,MANT,GRAO;nitron.com.br/p/236.012.668
;236.012.669;Pote Sal Grosso Acoplado com Rosca - 1L Arroz;2;Pote Sal Grosso Acopl. c/ Rosca - Arroz;;;1.0;L;1;11.8;15.0;11.8;BPA,ATX,BRA,LAV;ACUC,GRAO,MANT,CAFE;nitron.com.br/p/236.012.669
;236.012.670;Pote Sal Grosso Acoplado com Rosca - 1L Farinha;2;Pote Sal Grosso Acopl. c/ Rosca - Farinha;;;1.0;L;1;11.8;15.0;11.8;BPA,ATX,BRA,LAV;ACUC,FARI,MANT,GRAO;nitron.com.br/p/236.012.670
;236.012.671;Pote Sal Grosso Acoplado com Rosca - 1L Feijão;2;Pote Sal Grosso Acopl. c/ Rosca - Feijão;;;1.0;L;1;11.8;15.0;11.8;BPA,ATX,BRA,LAV;ACUC,GRAO,MANT,CAFE;nitron.com.br/p/236.012.671
;236.012.672;Pote Sal Grosso Acoplado com Rosca - 1L Açucar;2;Pote Sal Grosso Acopl. c/ Rosca - Açucar;;;1.0;L;1;11.8;15.0;11.8;BPA,ATX,BRA,LAV;ACUC,MANT,GRAO,CAFE;nitron.com.br/p/236.012.672
;237.006.002;Pote Acoplado com Copo Medidor - Branco 5,8L;3;Pote Acoplado com Copo Medidor;Jar with Measuring Cup;Recipientes acoplada con vaso medidor;5.8;L;1;20.5;25.5;20.5;BPA,ATX,BRA,LAV,EMP;BEBI,MANT,GRAO,CAFE,ACUC,FARI;nitron.com.br/p/237.006.002
;237.006.003;Pote Acoplado com Copo Medidor - Preto 5,8L;3;Pote Acoplado com Copo Medidor;Jair with Measuring Cup;Recipientes acoplada con vaso medidor;5.8;L;1;20.5;25.5;20.5;BPA,ATX,BRA,LAV,EMP;BEBI,MANT,GRAO,CAFE,ACUC,FARI;nitron.com.br/p/237.006.003
;238.012.001;Pote Acoplado com Rosca - Transparente 2L;3;Pote Acoplado com Rosca;Coupled Jar with Screw;Recipientes Atornillable;2.0;L;1;14.0;17.9;14.0;BPA,ATX,BRA,HER,LAV,EMP;ACUC,FARI,GRAO,MASS,MANT,CAFE;nitron.com.br/p/238.012.001
;238.012.002;Pote Acoplado com Rosca - Branco 2L;3;Pote Acoplado com Rosca;Coupled Jar with Screw;Recipientes Atornillable;2.0;L;1;14.0;17.9;14.0;BPA,ATX,BRA,HER,LAV,EMP;ACUC,FARI,GRAO,MASS,MANT,CAFE;nitron.com.br/p/238.012.002
;238.012.003;Pote Acoplado com Rosca - Preto 2L;3;Pote Acoplado com Rosca;Coupled Jar with Screw;Recipientes Atornillada;2.0;L;1;14.0;17.9;14.0;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/238.012.003
;239.012.001;Pote Acoplado com Rosca - Transparente 3L;3;Pote Acoplado com Rosca;Coupled jar with Screw;Recipientes Atornillable;3.0;L;1;15.5;21.7;15.5;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/239.012.001
;239.012.002;Pote Acoplado com Rosca - Branco 3L;3;Pote Acoplado com Rosca;Coupled jar with Screw;Recipientes Atornillable;3.0;L;1;15.5;21.7;15.5;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/239.012.002
;239.012.003;Pote Acoplado com Rosca - Preto 3L;3;Pote Acoplado com Rosca;Coupled jar with Screw;Recipientes Atornillada;3.0;L;1;15.5;21.7;15.5;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/239.012.003
;240.024.001;Cook Freezer Micro-ondas - Transparente 3L;3;Cook Freezer Micro-ondas;Square Pot with Valve;Recipientes Cuadrada con Válvula;3.0;L;1;23.7;10.2;23.7;BPA,ATX,BRA,MIC,FRZ,LAV;SOBR,FRIO,COZI;nitron.com.br/p/240.024.001
;241.006.P01;Kit POP com 6 Potes com Valvula - Transparente 460ml;2;Kit POP com 6 Potes com Valvula;POP Kit w/ 6 Containers w/ Valve –;Kit POP c/ 6 Recipientes c/ Válvula –;460.0;ML;6;19.8;24.0;11.7;BPA,ATX,BRA,VLV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/241.006.P01
;241.024.001;Pote Raso com Válvula - 460ml (241);2;Pote Raso com Válvula;Shallow Pot with Valve;Recipientes Poco Profunda c/ Válvula;460.0;ML;1;19.8;4.0;11.7;BPA,ATX,BRA,VLV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/241.024.001
;242.024.001;Pote Raso com Válvula - 950ml (242);2;Pote Raso com Válvula;Shallow Pot with Valve;Recipientes Poco Profunda c/ Válvula;950.0;ML;1;25.0;5.0;15.0;BPA,ATX,BRA,MIC;SOBR,PET,MANT,GRAO;nitron.com.br/p/242.024.001
;243.024.001;Pote Raso com Válvula - 1,9L (243);3;Pote Raso com Válvula;Shallow Pot with Valve;Recipientes poco profunda con válvula;1.9;L;1;30.5;5.9;18.5;BPA,ATX,BRA,MIC,FRZ,VLV;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/243.024.001
;244.012.001;Pote Raso com Válvula - 3,2L (244);3;Pote Raso com Válvula;Shallow Pot with Valve;Recipientes poco profunda con válvula;3.2;L;1;36.0;7.2;21.0;BPA,ATX,BRA,MIC,FRZ,VLV;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/244.012.001
;245.012.029;Pote Feijão Acoplado com Rosca - 500ml (245);2;Pote Feijão Acoplado com Rosca;Bean Jar with Screw;Frijol Roscado;500.0;ML;1;11.8;8.2;11.8;BPA,ATX,BRA,HER;FARI,GRAO,BISC,MASS;nitron.com.br/p/245.012.029
;246.024.001;Pote Alto com Válvula - 868ml (246);2;Pote Alto com Válvula;Tall Pot with Valve;Recipientes Alta con Válvula;868.0;ML;1;20.0;7.0;12.0;BPA,ATX,BRA,HER;GRAO,SOBR,MANT,CAFE;nitron.com.br/p/246.024.001
;248.012.009;Pote Tomatinho Acoplado com Rosca - 500ml (248);2;Pote Tomatinho Acoplado com Rosca;Tomato Jar with Screw;Recipientes para tomate acoplada c/ tornillo;500.0;ML;1;11.8;8.2;11.8;BPA,ATX,BRA,HER;TEMP,MANT,GRAO,CAFE;nitron.com.br/p/248.012.009
;249.012.020;Pote Temperos Acoplado com Rosca - 500ml (249);2;Pote Temperos Acoplado com Rosca;Seasoning Jar with Screw;Recipientes para condimentos acoplado c/ tornillo;500.0;ML;1;11.8;8.2;11.8;BPA,ATX,BRA,LAV;TEMP,MANT,GRAO,CAFE;nitron.com.br/p/249.012.020
;250.024.009;Caçarola Micro-ondas com Cesto - Transparente 1,5L (250);3;Caçarola Micro-ondas com Cesto;Microwave Casserole with Basket;Cacerola para Microondas con cesta;1.5;L;1;20.5;10.0;17.5;BPA,ATX,BRA,MIC,LAV,TRP;GRAO,SOBR,FRIO,COZI;nitron.com.br/p/250.024.009
;2500.012.001;Pote Raso Retangular - Transparente 868ml (250);2;Pote Raso Retangular;Rectangular Shallow container;Maceta rectangular poco profunda;868.0;ML;1;20.0;6.5;12.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/2500.012.001
;2500.012.003;Pote Raso Retangular - Preto 868ml;2;Pote Raso Retangular;Rectangular Shallow container;Maceta rectangular poco profunda;868.0;ML;1;20.0;6.5;12.0;BPA,ATX,BRA,LAV;MANT,GRAO,CAFE,ACUC;nitron.com.br/p/2500.012.003
;251.012.001;Caçarola Mini Micro-ondas - Transparente 850ml;2;Caçarola Mini Micro-ondas;Mini Microwave Casserole;Mini Cazuela Para Microondas;850.0;ML;1;17.0;9.0;14.0;BPA,ATX,BRA,MIC;SOBR,FRIO,COZI;nitron.com.br/p/251.012.001
;254.006.001;Gaveteiro Modular Rattan - Transparente 8,2L (254/NT);4;Gaveteiro Modular Rattan;Modular Rattan Drawer;Cajón Modular de Ratán;8.2;L;1;32.8;14.5;26.5;BRA,EMP,FCL,TRP,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/254.006.001
;254.006.002;Gaveteiro Modular Rattan - Branco 8,2L (254/B);4;Gaveteiro Modular Rattan;Modular Rattan Drawer;Cajón Modular de Ratán;8.2;L;1;32.8;14.5;26.5;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/254.006.002
;254.006.003;Gaveteiro Modular Rattan - Preto 8,2L (254/P);4;Gaveteiro Modular Rattan;Modular Rattan Drawer;Cajón modular de ratán;8.2;L;1;32.8;14.5;26.5;BRA,EMP,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/254.006.003
;2540.012.001;Kit Potes Rasos Retang. com 3 Peças - Transparente (025/4);3;Kit Potes Rasos Retang. com 3 Peças;3-Piece Rect. Shallow container Kit;Kit de Recipientes Rect.es poco profundas. c/ 3 pzs;1.5;L;3;36.0;10.1;21.0;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2540.012.001
;2540.012.003;Kit Potes Rasos Retang. com 3 Peças - Preto;3;Kit Potes Rasos Retang. com 3 Peças;3-Piece Rect. Shallow container Kit;Kit de Recipientes Rect.es poco profundas. c/ 3 pzs;1.5;L;3;36.0;10.1;21.0;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2540.012.003
;255.036.016;Forma de Gelo Firenze com Tampa (255);2;Forma de Gelo Firenze com Tampa;Firenze Ice Tray with Lid;Molde para hielo Firenze con tapa;;;1;30.5;3.9;11.9;BPA,ATX,BRA,FRZ;COZI;nitron.com.br/p/255.036.016
;256.006.M02;Caixa Juta Alongada com Tampa Teca - Branca 1,5L;4;Caixa Juta Alongada com Tampa Teca;Elongated Jute Box with Teak Lid;Caja de Yute Alargada con Tapa de Teca;1.5;L;1;21.0;9.4;10.2;BRA,EMP,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/256.006.M02
;256.006.M03;Caixa Juta Alongada com Tampa Teca - Preta 1,5L;4;Caixa Juta Alongada com Tampa Teca;Elongated Jute Box with Teak Lid;Caja de Yute Alargada con Tapa de Teca;1.5;L;1;21.0;9.4;10.2;BRA,EMP,FCL;ROUP,BRIN,DOCU,DECO;nitron.com.br/p/256.006.M03
;256.024.002;Cesto Alongado Juta - Branco1,5L (256/B);4;Cesto Alongado Juta;Elongated Jute Basket;Cesta de Yute Alargada;1.5;L;1;20.6;8.7;9.9;BRA,EMP,HIG,FCL,RCL;PET,PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/256.024.002
;256.024.003;Cesto Alongado Juta - Preto1,5L (256/B);4;Cesto Alongado Juta;Elongated Jute Basket;Cesta de Yute Alargada;1.5;L;1;20.6;8.7;9.9;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/256.024.003
;256.024.086;Cesto Alongado Juta - Chumbo1,5L (256/B);4;Cesto Alongado Juta;Elongated Jute Basket;Cesta de Yute Alargada;1.5;L;1;20.6;8.7;9.9;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/256.024.086
;257.006.M02;Caixa Juta Alongada com Tampa Teca - Branca 3,7L;4;Caixa Juta Alongada com Tampa Teca;Elongated Jute Box with Teak Lid;Caja de Yute Alargada con Tapa de Teca;3.7;L;1;28.4;12.5;13.3;BRA,EMP,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/257.006.M02
;257.006.M03;Caixa Juta Alongada com Tampa Teca - Preta 3,7L;4;Caixa Juta Alongada com Tampa Teca;Elongated Jute Box with Teak Lid;Caja de Yute Alargada con Tapa de Teca;3.7;L;1;28.4;12.5;13.3;BRA,EMP,FCL;PET,ROUP,BRIN,DOCU,DECO;nitron.com.br/p/257.006.M03
;257.012.002;Cesto Alongado Juta - Branco3,7L (257/B);4;Cesto Alongado Juta;Elongated Jute Basket;Cesta de Yute Alargada;3.7;L;1;27.5;11.6;13.2;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/257.012.002
;257.012.003;Cesto Alongado Juta - Preto3,7L (257/B);4;Cesto Alongado Juta;Elongated Jute Basket;Cesta de Yute Alargada;3.7;L;1;27.5;11.6;13.2;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/257.012.003
;257.012.086;Cesto Alongado Juta - Chumbo3,7L (257/B);4;Cesto Alongado Juta;Elongated Jute Basket;Cesta Yute Alargada;3.7;L;1;27.5;11.6;13.2;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/257.012.086
;2570.012.001;Pote Raso Retangular - Transparente 4,6L (025/7);3;Pote Raso Retangular;Rectangular Shallow container;Maceta rectangular poco profunda;4.6;L;1;36.0;10.0;21.0;BPA,ATX,BRA,LAV,EMP,TRP;GRAO,MASS,SOBR,MANT,CAFE,ACUC;nitron.com.br/p/2570.012.001
;2570.012.003;Pote Raso Retangular - Preto 4,6L;3;Pote Raso Retangular;Rectangular Shallow container;Maceta rectangular poco profunda;4.6;L;1;36.0;10.0;21.0;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2570.012.003
;258.004.M02;Caixa Juta Alongada com Tampa Teca - Branca 7,4L;4;Caixa Juta Alongada com Tampa Teca;Elongated Jute Box with Teak Lid;Caja de Yute Alargada con Tapa de Teca;7.4;L;1;34.5;15.0;16.5;BRA,EMP,FCL;ROUP,BRIN,DOCU,DECO;nitron.com.br/p/258.004.M02
;258.004.M03;Caixa Juta Alongada com Tampa Teca - Preta 7,4L;4;Caixa Juta Alongada com Tampa Teca;Elongated Jute Box with Teak Lid;Caja de Yute Alargada con Tapa de Teca;7.4;L;1;34.5;15.0;16.5;BRA,EMP,FCL;ROUP,BRIN,DOCU,DECO;nitron.com.br/p/258.004.M03
;258.006.002;Cesto Alongado Juta - Branco 7,4L (258/B);4;Cesto Alongado Juta;Elongated Jute Basket;Cesta de Yute Alargada;7.4;L;1;34.5;14.5;16.5;BRA,EMP,FCL,RCL;BRIN,PET,ROUP,PECA,FERR,ESCR,DOCU;nitron.com.br/p/258.006.002
;258.006.003;Cesto Alongado Juta - Preto 7,4L (258/B);4;Cesto Alongado Juta;Elongated Jute Basket;Cesta de Yute Alargada;7.4;L;1;34.5;14.5;16.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/258.006.003
;258.006.086;Cesto Alongado Juta - Chumbo 7,4L (258/B);4;Cesto Alongado Juta;Elongated Jute Basket;Cesta de Yute Alargada;7.4;L;1;34.5;14.5;16.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/258.006.086
;2580.012.001;Pote Raso Retangular - Transparente 2,9L (258/B);3;Pote Raso Retangular;Rectangular Shallow container;Maceta rectangular poco profunda;2.9;L;1;31.0;8.5;19.0;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2580.012.001
;2580.012.003;Pote Raso Retangular - Preto 2,9L;3;Pote Raso Retangular;Rectangular Shallow container;Maceta rectangular poco profunda;2.9;L;1;31.0;8.5;19.0;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2580.012.003
;259.012.002;Caixa Organizadora Baixa Rattan com Tampa - Branca 3,2L (259/B);4;Caixa Organizadora Baixa Rattan com Tampa;Low Rattan Organizer Box with Lid;Caja Organizadora Baja de Ratán con Tapa;3.2;L;1;25.5;8.3;20.0;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/259.012.002
;259.012.003;Caixa Organizadora Baixa Rattan com Tampa - Preta 3,2L (259/P);4;Caixa Organizadora Baixa Rattan com Tampa;Low Rattan Organizer Box with Lid;Caja Organizadora Baja de Ratán con Tapa;3.2;L;1;25.5;8.3;20.0;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/259.012.003
;259.012.086;Caixa Organizadora Baixa Rattan com Tampa - Chumbo 3,2L;4;Caixa Organizadora Baixa Rattan com Tampa;Low Rattan Organizer Box with Lid;Caja Organizadora Baja de Ratán con Tapa;3.2;L;1;25.5;8.3;20.0;BPA,BRA,EMP,FCL,RCL;BRIN,ROUP,PECA,FERR,ESCR,DOCU;nitron.com.br/p/259.012.086
;2590.012.001;Pote Raso Retangular - Transparente 1,5L (259/B);3;Pote Raso Retangular;Rectangular Shallow container;Maceta rectangular poco profunda;1.5;L;1;25.0;7.0;15.0;BPA,ATX,BRA,LAV,EMP,TRP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2590.012.001
;2590.012.003;Pote Raso Retangular - Preto 1,5L;3;Pote Raso Retangular;Rectangular Shallow container;Maceta rectangular poco profunda;1.5;L;1;25.0;7.0;15.0;BPA,ATX,BRA,LAV,EMP;MANT,GRAO,CAFE,ACUC,FARI,MASS;nitron.com.br/p/2590.012.003
;260.012.002;Caixa Organizadora Baixa Rattan com Tampa - Branca 4,5L (260/B);4;Caixa Organizadora Baixa Rattan com Tampa;Low Rattan Organizer Box with Lid;Caja organizadora baja de ratán con tapa;4.5;L;1;32.4;8.3;22.5;BRA,EMP,FCL,RCL;PECA,FERR,ESCR,BRIN,DOCU,ROUP;nitron.com.br/p/260.012.002
