REFERENCIA;EAN;CATEGORIA;LAYOUT;PORQUE ESTE LAYOUT;NOME NA ORIGEM;NOME PT PROPOSTO;CARACTERES;LIMITE;ABREVIATURAS APLICADAS;SELOS COM EVIDENCIA NO TEXTO;SELOS CORTADOS PELO LIMITE;APLICACOES CORTADAS;ALERTAS
319.012.003;7896779631926;Potes;1;capacidade 250 ml;Pote Modular - Preto 250ml;Pote Modular;12;28;;;LAV,EMP;ACUC,FARI,MASS,BISC,TEMP;SEM NOME EN | SEM NOME ES | SEM DESCRICAO NA ORIGEM
320.012.001;7896779620029;Potes;2;capacidade 450 ml;Pote Modular - Transparente 450ml;Pote Modular;12;34;;EMP,ATX,TRP;EMP,TRP;FARI,MASS,BISC,TEMP;
320.012.003;7896779632022;Potes;2;capacidade 450 ml;Pote Modular - Preto 450ml;Pote Modular;12;34;;;EMP;FARI,MASS,BISC,TEMP;SEM NOME EN | SEM NOME ES | SEM DESCRICAO NA ORIGEM
321.012.001;7896779621040;Potes;2;capacidade 800 ml;Pote Modular - Transparente 800ml;Pote Modular;12;34;;EMP,ATX,TRP;EMP,TRP;FARI,MASS,BISC,TEMP;
321.012.003;7896779632176;Potes;2;capacidade 800 ml;Pote Modular - Preto 800ml;Pote Modular;12;34;;;EMP;FARI,MASS,BISC,TEMP;SEM NOME EN | SEM NOME ES | SEM DESCRICAO NA ORIGEM
322.006.001;7896779622054;Potes;3;capacidade 1200 ml;Pote Modular - Transparente 1,2L;Pote Modular;12;40;;FRZ,EMP,ATX,TRP;TRP;BISC,TEMP;
322.006.003;7896779632268;Potes;3;capacidade 1200 ml;Pote Modular - Preto 1,2L;Pote Modular;12;40;;;;BISC,TEMP;SEM DESCRICAO NA ORIGEM
323.006.001;7896779623044;Potes;3;capacidade 2400 ml;Pote Modular - Transparente 2,4L;Pote Modular;12;40;;EMP,ATX,TRP;;BISC,TEMP;
323.006.003;7896779632329;Potes;3;capacidade 2400 ml;Pote Modular - Preto 2,4L;Pote Modular;12;40;;;;BISC,TEMP;SEM DESCRICAO NA ORIGEM
348.012.576;7896779634811;Cozinha;2;capacidade 460 ml;Porta Presunto com Tela;Porta Presunto com Tela;23;34;;;;;
349.012.575;7896779634910;Cozinha;2;capacidade 460 ml;Porta Queijo com Tela;Porta Queijo com Tela;21;34;;;;;
350.012.577;7896779635016;Cozinha;2;capacidade 460 ml;Porta Frios com Tela;Porta Frios com Tela;20;34;;;;;
351.012.001;7896779635115;Potes;1;capacidade 250 ml;Kit Potes Modulares com 3 Peças - Transparente 250ml;Kit Potes Modulares c/ 3 Pçs;28;28;"Peças>Pçs; com>c/";EMP,ATX,BPA,TRP;LAV,EMP,TRP;CAFE,ACUC,FARI,MASS,BISC;
351.012.003;7896779635177;Potes;1;capacidade 250 ml;Kit Potes Modulares com 3 Peças - Preto 250ml;Kit Potes Modulares c/ 3 Pçs;28;28;"Peças>Pçs; com>c/";;LAV,EMP;ACUC,FARI,MASS,BISC,TEMP;SEM DESCRICAO NA ORIGEM
352.012.001;7896779635214;Potes;2;capacidade 450 ml;Kit Potes Modulares com 3 Peças - Transparente 450ml;Kit Potes Modulares com 3 Peças;31;34;;EMP,BPA,TRP;EMP,TRP;FARI,MASS,BISC,TEMP;
352.012.003;7896779635252;Potes;2;capacidade 450 ml;Kit Potes Modulares com 3 Peças - Preto 450ml;Kit Potes Modulares com 3 Peças;31;34;;;EMP;FARI,MASS,BISC,TEMP;SEM DESCRICAO NA ORIGEM
353.006.001;7896779635313;Potes;2;capacidade 800 ml;Kit Potes Modulares com 6 Peças - Transparente;Kit Potes Modulares com 6 Peças;31;34;;HER,EMP,BPA,TRP;LAV,EMP,TRP;CAFE,ACUC,MASS,TEMP;CAPACIDADE MULTIPLA NA ORIGEM
353.006.003;7896779635344;Potes;2;capacidade 800 ml;Kit Potes Modulares com 6 Peças - Preto;Kit Potes Modulares com 6 Peças;31;34;;;EMP;FARI,MASS,BISC,TEMP;SEM NOME EN | SEM NOME ES | CAPACIDADE MULTIPLA NA ORIGEM | SEM DESCRICAO NA ORIGEM
359.012.003;7896779623815;Potes;3;capacidade 2000 ml;Pote Arroz Acoplado com Rosca - 2L;Pote Arroz Acoplado com Rosca;29;40;;MIC,FRZ,HER,LAV;LAV,EMP;BISC,TEMP;DIMENSAO E DIAMETRO
360.012.003;7896779623822;Potes;3;capacidade 2000 ml;Pote Feijão Acoplado com Rosca - 2L;Pote Feijão Acoplado com Rosca;30;40;;MIC,FRZ,HER,LAV,HIG;LAV,EMP,HIG;BISC,TEMP;DIMENSAO E DIAMETRO
361.012.003;7896779638123;Potes;3;capacidade 2000 ml;Pote Farinha Acoplado com Rosca - 2L;Pote Farinha Acoplado com Rosca;31;40;;MIC,FRZ,HER,LAV,BPA,HIG;LAV,EMP,HIG;BISC,TEMP;DIMENSAO E DIAMETRO
362.012.003;7896779622382;Potes;3;capacidade 2000 ml;Pote Açúcar Acoplado com Rosca - 2L;Pote Açúcar Acoplado com Rosca;30;40;;MIC,FRZ,HER,LAV,BPA;LAV,EMP;BISC,TEMP;DIMENSAO E DIAMETRO
363.012.003;7896779632381;Potes;3;capacidade 2000 ml;Pote Café Acoplado com Rosca - 2L;Pote Café Acoplado com Rosca;28;40;;LAV,BPA,HIG;;BISC,TEMP;DIMENSAO E DIAMETRO
369.006.001;7896779636945;Cozinha;2;capacidade 460 ml;Kit Porta Frios com 3 Peças;Kit Porta Frios com 3 Peças;27;34;;;;;
3760.012.001;7896779603763;Potes;3;capacidade 3700 ml;Pote Quadrado com Travas - Transparente 3,7L (037/6);Pote Quadrado com Travas;24;40;;HER,TRP;TRP;BISC,TEMP;
3760.012.003;7896779637645;Potes;3;capacidade 3700 ml;Pote Quadrado com Travas - Preto 3,7L;Pote Quadrado com Travas;24;40;;HER;;BISC,TEMP;SEM DESCRICAO NA ORIGEM
3770.012.001;7896779677153;Potes;3;capacidade 1800 ml;Pote Quadrado com Travas - Transparente 1,8L (037/7);Pote Quadrado com Travas;24;40;;HER,TRP;TRP;BISC,TEMP;
3770.012.003;7896779637744;Potes;3;capacidade 1800 ml;Pote Quadrado com Travas - Preto 1,8L;Pote Quadrado com Travas;24;40;;HER;;BISC,TEMP;SEM DESCRICAO NA ORIGEM
3780.012.001;7896779678143;Potes;2;capacidade 860 ml;Pote Quadrado com Travas - Transparente 860ml (037/8);Pote Quadrado com Travas;24;34;;HER,TRP;LAV,EMP,TRP;FARI,MASS,BISC,TEMP;
3780.012.003;7896779678167;Potes;2;capacidade 860 ml;Pote Quadrado com Travas - Preto 860 ml;Pote Quadrado com Travas;24;34;;HER;LAV,EMP;FARI,MASS,BISC,TEMP;SEM DESCRICAO NA ORIGEM
3790.006.862;7896779679027;Coloratto;1;capacidade 360 ml;Kit Pote Quadrado Coloratto com 3 Peças - 360ml;Kit Pote Quad. Coloratto c/ 3 Pçs;33;28;"Peças>Pçs; com>c/; Quadrado>Quad.";;LAV,EMP;MASS;NOME PT EXCEDE LIMITE (33>28)
3790.006.P01;7896779679041;POP;1;capacidade 360 ml;Kit POP 6 Potes Quadrados - Transparente 360ml;Kit POP 6 Potes Quadrados;25;28;;TRP;LAV,EMP,TRP;ACUC,FARI,MASS;SEM DESCRICAO NA ORIGEM
3790.012.001;7896779679140;Potes;1;capacidade 360 ml;Pote Quadrado com Travas - Transparente 360ml (037/9);Pote Quadrado com Travas;24;28;;HER,TRP;HER,LAV,EMP,TRP;ACUC,FARI,MASS,BISC,TEMP;
3790.012.003;7896779637973;Potes;1;capacidade 360 ml;Pote Quadrado com Travas - Preto 360ml;Pote Quadrado com Travas;24;28;;HER;HER,LAV,EMP;ACUC,FARI,MASS,BISC,TEMP;SEM DESCRICAO NA ORIGEM
380.024.001;7896779680191;Organização;4;categoria Organização;Organizador Mini Modular - Transparente 150ml;Organizador Mini Modular;24;44;;TRP;;;SEM DESCRICAO NA ORIGEM
380.024.002;7896779638062;Organização;4;categoria Organização;Organizador Mini Modular - Branco 150ml;Organizador Mini Modular;24;44;;;;;SEM DESCRICAO NA ORIGEM
380.024.003;7896779638055;Organização;4;categoria Organização;Organizador Mini Modular - Preto 150ml;Organizador Mini Modular;24;44;;;;;SEM DESCRICAO NA ORIGEM
381.012.001;7896779681181;Organização;4;categoria Organização;Organizador Longo Modular - Transparente 850ml;Organizador Longo Modular;25;44;;TRP;;;
381.012.002;7896779638130;Organização;4;categoria Organização;Organizador Longo Modular - Branco 850ml;Organizador Longo Modular;25;44;;;;;
381.012.003;7896779638161;Organização;4;categoria Organização;Organizador Longo Modular - Preto 850ml;Organizador Longo Modular;25;44;;;;;
382.012.001;7896779682218;Organização;4;categoria Organização;Organizador Quadrado Modular - Transparente 900ml;Organizador Quadrado Modular;28;44;;EMP,TRP;;;
382.012.002;7896779638222;Organização;4;categoria Organização;Organizador Quadrado Modular - Branco 900ml;Organizador Quadrado Modular;28;44;;EMP;;;
382.012.003;7896779638239;Organização;4;categoria Organização;Organizador Quadrado Modular - Preto 900ml;Organizador Quadrado Modular;28;44;;EMP;;;
3820.016.644;7896779603824;Potes;3;capacidade 1600 ml;Kit Pote Café e Açúcar (038/2);Kit Pote Café e Açúcar;22;40;;BPA;;MASS,BISC,TEMP;DIMENSAO E DIAMETRO
383.012.001;7896779683321;Organização;4;categoria Organização;Organizador Retangular Modular - Transparente 1,450L;Organizador Retangular Modular;30;44;;TRP;;;
383.012.002;7896779638314;Organização;4;categoria Organização;Organizador Retangular Modular - Branco 1,450L;Organizador Retangular Modular;30;44;;;;;
383.012.003;7896779638321;Organização;4;categoria Organização;Organizador Retangular Modular - Preto 1,450L;Organizador Retangular Modular;30;44;;;;;
384.012.001;7896779684427;Organização;4;categoria Organização;Organizador Pequeno Modular - Transparente 400ml;Organizador Pequeno Modular;27;44;;TRP;;;
384.012.002;7896779638420;Organização;4;categoria Organização;Organizador Pequeno Modular - Branco 400ml;Organizador Pequeno Modular;27;44;;;;;
384.012.003;7896779638437;Organização;4;categoria Organização;Organizador Pequeno Modular - Preto 400ml;Organizador Pequeno Modular;27;44;;;;;
3840.016.002;7896779684212;Potes;2;capacidade 785 ml;Kit Mantimentos com 3 Peças - Branco;Kit Mantimentos com 3 Peças;27;34;;;EMP;FARI,MASS,BISC,TEMP;CAPACIDADE MULTIPLA NA ORIGEM | DIMENSAO E DIAMETRO
3840.016.003;7896779603848;Potes;2;capacidade 785 ml;Kit Mantimentos com 3 Peças - Preto (038/4);Kit Mantimentos com 3 Peças;27;34;;;EMP;FARI,MASS,BISC,TEMP;CAPACIDADE MULTIPLA NA ORIGEM | DIMENSAO E DIAMETRO
385.006.M00;7896779638512;Teca;4;categoria Teca;Tábua de Corte Teca - M;Tábua de Corte Teca - M;23;44;;;;;SEM CAPACIDADE
387.006.M00;7896779638710;Teca;4;categoria Teca;Tábua de Corte Teca - G;Tábua de Corte Teca - G;23;44;;;;;SEM CAPACIDADE
390.012.M00;7896779639021;Teca;4;categoria Teca;Tábua com Cabo Teca - P;Tábua com Cabo Teca - P;23;44;;;;;SEM CAPACIDADE
391.006.M00;7896779639137;Teca;4;categoria Teca;Tábua com Cabo Teca - M;Tábua com Cabo Teca - M;23;44;;;;;SEM CAPACIDADE
392.006.M00;7896779639212;Teca;4;categoria Teca;Tábua com Cabo Teca - G;Tábua com Cabo Teca - G;23;44;;;;;SEM CAPACIDADE
396.006.002;7896779639618;Lixeiras;3;categoria Lixeiras;Lixeira Flat com Pedal - Branca 7L;Lixeira Flat com Pedal;22;40;;PED,HIG;;;
396.006.003;7896779639625;Lixeiras;3;categoria Lixeiras;Lixeira Flat com Pedal - Preta 7L;Lixeira Flat com Pedal;22;40;;PED,HIG;;;
396.006.086;7896779696215;Lixeiras;3;categoria Lixeiras;Lixeira Flat com Pedal - Chumbo 7L;Lixeira Flat com Pedal;22;40;;PED,HIG;;;
397.004.002;7896779639755;Lixeiras;3;categoria Lixeiras;Lixeira Flat com Pedal - Branca 14L;Lixeira Flat com Pedal;22;40;;PED,HIG;;;
397.004.003;7896779639724;Lixeiras;3;categoria Lixeiras;Lixeira Flat com Pedal - Preta 14L;Lixeira Flat com Pedal;22;40;;PED,HIG;;;
397.004.086;7896779697212;Lixeiras;3;categoria Lixeiras;Lixeira Flat com Pedal - Chumbo 14L;Lixeira Flat com Pedal;22;40;;PED,HIG;;;
398.004.002;7896779639816;Lixeiras;3;categoria Lixeiras;Lixeira Flat com Clique - Branca 12L;Lixeira Flat com Clique;23;40;;HIG;;;
398.004.003;7896779639823;Lixeiras;3;categoria Lixeiras;Lixeira Flat com Clique - Preta 12L;Lixeira Flat com Clique;23;40;;PED,HIG;;;
398.004.086;7896779698219;Lixeiras;3;categoria Lixeiras;Lixeira Flat com Clique - Chumbo 12L;Lixeira Flat com Clique;23;40;;HER;;;
399.012.007;7896779639922;Infantil;1;capacidade 280 ml;Porta Leite em Pó - Rosa 280ML;Porta Leite em Pó;17;28;;;LAV;;DIMENSAO E DIAMETRO
399.012.008;7896779639939;Infantil;1;capacidade 280 ml;Porta Leite em Pó - Azul 280ML;Porta Leite em Pó;17;28;;;LAV;;DIMENSAO E DIAMETRO
400.024.002;7896779640010;Decor-Chef;1;face 42 cm2;Abridor de Tampas Apertadas - Branco;Abridor de Tampas Apertadas;27;28;;;FCL;;SEM CAPACIDADE
4010.012.003;7896779640102;Cozinha;2;capacidade 836 ml;Açucareiro com Tampa - Preto 836 ml (0401.012.003);Açucareiro com Tampa;20;34;;;;;
403.024.002;7896779640324;Decor-Confeitaria;1;capacidade 240 ml;Kit Biscoito Facil - Branco;Kit Biscoito Facil;18;28;;;FCL;;DIMENSAO E DIAMETRO
4030.012.003;7896779640119;Cozinha;2;capacidade 836 ml;Porta Farofa com Tampa - Preto 836 ml (0403.012.003);Porta Farofa com Tampa;22;34;;HIG;HIG;;
4040.012.003;7896779640140;Cozinha;2;capacidade 836 ml;Saleiro com Tampa - Preto 836 ml (0404.012.003);Saleiro com Tampa;17;34;;BPA,HIG;HIG;;
408.012.002;7896779640836;Decor-Confeitaria;3;face 388 cm2;Kit Churros Fácil - Branco;Kit Churros Fácil;17;40;;;;;SEM CAPACIDADE | DIMENSAO E DIAMETRO
419.024.002;7896779641918;Decor-Chef;1;face 62 cm2;Cortador de Batatas - Branco;Cortador de Batatas;19;28;;;FCL;;SEM CAPACIDADE
421.024.002;7896779642120;Decor-Chef;1;face 51 cm2;Cortador e Ralador de Legumes - Branco;Cortador e Ralador de Legumes;29;28;;BPA;LAV,FCL;;SEM CAPACIDADE | NOME PT EXCEDE LIMITE (29>28)
422.024.002;7896779642229;Decor-Confeitaria;1;face 100 cm2;Kit Decorador de Bolo com 7 Peças - Branco;Kit Decorador de Bolo c/ 7 Pçs;30;28;"Peças>Pçs; com>c/";FCL;FCL;;SEM CAPACIDADE | NOME PT EXCEDE LIMITE (30>28) | DIMENSAO E DIAMETRO
423.024.002;7896779642311;Decor-Confeitaria;1;face 10 cm2;Conjunto Bico Russo Confeiteiro com 5 Peças - Branco;Conj. Bico Russo Confeit. c/ 5 Pçs;34;28;"Confeiteiro>Confeit.; Peças>Pçs; com>c/; Conjunto>Conj.";;FCL;;SEM CAPACIDADE | NOME PT EXCEDE LIMITE (34>28) | DIMENSAO E DIAMETRO
427.024.002;7896779642731;Cozinha;3;face 280 cm2;Escorredor quadrado - Branco;Escorredor quadrado;19;40;;;;;SEM CAPACIDADE
427.024.003;7896779642762;Cozinha;3;face 280 cm2;Escorredor quadrado - Preto;Escorredor quadrado;19;40;;;;;SEM CAPACIDADE
429.024.002;7896779642915;Cozinha;1;face 37 cm2;Escorredor Meia Lua - Branco;Escorredor Meia Lua;19;28;;;LAV;;SEM CAPACIDADE
429.024.003;7896779642922;Cozinha;1;face 37 cm2;Escorredor Meia Lua - Preto;Escorredor Meia Lua;19;28;;;LAV;;SEM CAPACIDADE
434.024.002;7896779643424;Decor-Confeitaria;1;face 48 cm2;kit Donuts - Branco;kit Donuts;10;28;;HIG,FCL;HIG,FCL;;SEM CAPACIDADE | DIMENSAO E DIAMETRO
435.012.002;7896779643523;Decor-Chef;2;face 110 cm2;Hamburgueira - Branca;Hamburgueira;12;34;;FCL;;;SEM CAPACIDADE | DIMENSAO E DIAMETRO
438.006.M00;7896779643813;Teca;4;categoria Teca;Tábua de Corte Teca Extra G;Tábua de Corte Teca Extra G;27;44;;;;;SEM CAPACIDADE | SEM DESCRICAO NA ORIGEM
443.006.M00;7896779644315;Teca;4;categoria Teca;Tábua de Corte Teca G com Alça de Metal;Tábua de Corte Teca G com Alça de Metal;39;44;;;;;SEM CAPACIDADE | SEM DESCRICAO NA ORIGEM
444.012.001;7896779644438;Organização;4;categoria Organização;Organizador para Gavetas;Organizador para Gavetas;24;44;;;;;SEM CAPACIDADE
445.012.001;7896779644520;Organização;4;categoria Organização;Organizador de Cosméticos e Bijouterias;Organizador de Cosméticos e Bijouterias;39;44;;;;;SEM CAPACIDADE
446.012.001;7896779644629;Organização;4;categoria Organização;Organizador de Pincéis e Acessórios;Organizador de Pincéis e Acessórios;35;44;;;;;SEM CAPACIDADE
449.006.002;7896779644919;Lixeiras;3;categoria Lixeiras;Lixeira Juta com Pedal - Branca 6L;Lixeira Juta com Pedal;22;40;;HER,PED,RCL,HIG;;;
449.006.003;7896779644926;Lixeiras;3;categoria Lixeiras;Lixeira Juta com Pedal - Preta 6L;Lixeira Juta com Pedal;22;40;;PED,HIG;;;
449.006.086;7896779649204;Lixeiras;3;categoria Lixeiras;Lixeira Juta com Pedal - Chumbo 6L;Lixeira Juta com Pedal;22;40;;HER,PED,RCL,HIG;;;
450.012.002;7896779645015;Lixeiras;3;categoria Lixeiras;Lixeira Juta com Clique - Branca 4,5L;Lixeira Juta com Clique;23;40;;;;;
450.012.003;7896779645022;Lixeiras;3;categoria Lixeiras;Lixeira Juta com Clique - Preta 4,5L;Lixeira Juta com Clique;23;40;;FCL;;;
450.012.086;7896779608645;Lixeiras;3;categoria Lixeiras;Lixeira Juta com Clique - Chumbo 4,5L;Lixeira Juta com Clique;23;40;;HIG;;;
453.012.002;7896779645336;Lixeiras;3;categoria Lixeiras;Lixeira Rattan com Clique - Branca 4,5L;Lixeira Rattan com Clique;25;40;;RCL,HIG;;;
453.012.003;7896779645343;Lixeiras;3;categoria Lixeiras;Lixeira Rattan com Clique - Preta 4,5L;Lixeira Rattan com Clique;25;40;;RCL,HIG;;;
453.012.086;7896779653201;Lixeiras;3;categoria Lixeiras;Lixeira Rattan com Clique - Chumbo 4,5L;Lixeira Rattan com Clique;25;40;;RCL,HIG;;;
458.024.002;7896779645831;Cozinha;3;face 282 cm2;Porta Leite de Saquinho - Branco;Porta Leite de Saquinho;23;40;;;;;SEM CAPACIDADE
458.024.003;7896779645824;Cozinha;3;face 282 cm2;Porta Leite de Saquinho - Preto;Porta Leite de Saquinho;23;40;;BPA,HIG;;;SEM CAPACIDADE
501.012.001;7896779650170;Organização;4;categoria Organização;Caixa Organizadora Flat com Tampa - Transparente 2,35L;Caixa Organizadora Flat com Tampa;33;44;;TRP;;;
501.012.002;7896779650132;Organização;4;categoria Organização;Caixa Organizadora Flat com Tampa - Branca 2,35L;Caixa Organizadora Flat com Tampa;33;44;;;;;
501.012.003;7896779650163;Organização;4;categoria Organização;Caixa Organizadora Flat com Tampa - Preta 2,35L;Caixa Organizadora Flat com Tampa;33;44;;EMP,FCL;;;
501.012.086;7896779686216;Organização;4;categoria Organização;Caixa Organizadora Flat com Tampa - Chumbo 2,35L;Caixa Organizadora Flat com Tampa;33;44;;EMP;;;
502.012.001;7896779650231;Organização;4;categoria Organização;Caixa Organizadora Flat com Tampa - Transparente 3,75L;Caixa Organizadora Flat com Tampa;33;44;;TRP;;;
502.012.002;7896779650224;Organização;4;categoria Organização;Caixa Organizadora Flat com Tampa - Branca 3,75L;Caixa Organizadora Flat com Tampa;33;44;;;;;
502.012.003;7896779650217;Organização;4;categoria Organização;Caixa Organizadora Flat com Tampa - Preta 3,75L;Caixa Organizadora Flat com Tampa;33;44;;;;;
502.012.086;7896779628629;Organização;4;categoria Organização;Caixa Organizadora Flat com Tampa - Chumbo 3,75L;Caixa Organizadora Flat com Tampa;33;44;;EMP;;;
503.006.001;7896779650330;Organização;4;categoria Organização;Caixa Organizadora Flat com Tampa - Transparente 10,35L;Caixa Organizadora Flat com Tampa;33;44;;EMP,BPA,TRP;;;
503.006.002;7896779650316;Organização;4;categoria Organização;Caixa Organizadora Flat com Tampa - Branca 10,35L;Caixa Organizadora Flat com Tampa;33;44;;;;;
503.006.003;7896779650323;Organização;4;categoria Organização;Caixa Organizadora Flat com Tampa - Preta 10,35L;Caixa Organizadora Flat com Tampa;33;44;;EMP,BPA;;;
503.006.086;7896779686193;Organização;4;categoria Organização;Caixa Organizadora Flat com Tampa - Chumbo 10,35L;Caixa Organizadora Flat com Tampa;33;44;;MIC,EMP,BPA;;;
507.004.M03;7896779650729;Teca;4;categoria Teca;Tabua de Corte Teca com Gaveta de servir - Preta 2L;Tabua de Corte Teca com Gaveta de servir;40;44;;HIG,FCL;;;
545.012.002;7896779654512;Cozinha;2;face 123 cm2;Porta Detergente e Esponja Flat - Branco;Porta Detergente e Esponja Flat;31;34;;;;TEMP;SEM CAPACIDADE
545.012.003;7896779654529;Cozinha;2;face 123 cm2;Porta Detergente e Esponja Flat - Preto;Porta Detergente e Esponja Flat;31;34;;HIG;HIG;TEMP;SEM CAPACIDADE
545.012.086;7896779654543;Cozinha;2;face 123 cm2;Porta Detergente e Esponja Flat - Chumbo;Porta Detergente e Esponja Flat;31;34;;HIG;HIG;TEMP;SEM CAPACIDADE
546.012.002;7896779654611;Banheiro;2;face 166 cm2;Porta Escovas Flat - Branco;Porta Escovas Flat;18;34;;BPA,HIG;RCL;;SEM CAPACIDADE
546.012.003;7896779654628;Banheiro;2;face 166 cm2;Porta Escovas Flat - Preto;Porta Escovas Flat;18;34;;HIG;;;SEM CAPACIDADE
546.012.086;7896779646166;Banheiro;2;face 166 cm2;Porta Escova Flat - Chumbo;Porta Escova Flat;17;34;;REC,RCL,LAV,HIG;REC,RCL;COSM;SEM CAPACIDADE
547.012.002;7896779654710;Banheiro;2;face 108 cm2;Porta Algodão e Cotonete Flat - Branco;Porta Algodão e Cotonete Flat;29;34;;BPA;RCL;;SEM CAPACIDADE
547.012.003;7896779654727;Banheiro;2;face 108 cm2;Porta Algodão e Cotonete Flat - Preto;Porta Algodão e Cotonete Flat;29;34;;REC,RCL,LAV,HIG;REC,RCL;COSM;SEM CAPACIDADE
547.012.086;7896779647194;Banheiro;2;face 108 cm2;Porta Algodão e Cotonete Flat - Chumbo;Porta Algodão e Cotonete Flat;29;34;;;;;SEM CAPACIDADE
548.024.002;7896779654819;Banheiro;1;face 24 cm2;Saboneteira com Tela Flat - Branco;Saboneteira com Tela Flat;25;28;;HIG;RCL;;SEM CAPACIDADE
548.024.003;7896779654826;Banheiro;1;face 24 cm2;Saboneteira com Tela Flat - Preto;Saboneteira com Tela Flat;25;28;;;RCL;;SEM CAPACIDADE
548.024.086;7896779648160;Banheiro;1;face 24 cm2;Saboneteira com Tela Flat - Chumbo;Saboneteira com Tela Flat;25;28;;BPA,HIG;FCL,RCL;;SEM CAPACIDADE
549.024.998;7896779654994;Realce;2;face 131 cm2;Copo Sem Tampa Sortido 600ml;Copo Sem Tampa;14;34;;;;;SEM NOME EN | SEM NOME ES | SEM CAPACIDADE | DIMENSAO E DIAMETRO | SEM DESCRICAO NA ORIGEM
549.024.999;7896779649167;Realce;2;face 147 cm2;Copo Com Tampa Sortido 600ml;Copo Com Tampa;14;34;;;;;SEM NOME EN | SEM NOME ES | SEM CAPACIDADE | DIMENSAO E DIAMETRO | SEM DESCRICAO NA ORIGEM
550.036.998;7896779650040;Realce;2;face 109 cm2;Caneca Sem Tampa Sortido 350ml;Caneca Sem Tampa;16;34;;;;;SEM NOME EN | SEM NOME ES | SEM CAPACIDADE | SEM DESCRICAO NA ORIGEM
550.036.999;7896779655090;Realce;2;face 109 cm2;Caneca Com Tampa Sortido 350ml;Caneca Com Tampa;16;34;;;;;SEM NOME EN | SEM NOME ES | SEM CAPACIDADE | SEM DESCRICAO NA ORIGEM
552.002.M02;7896779652228;Teca;4;categoria Teca;Cesto de Roupas Empilhável com Tampa Teca - Branco 43,8L;Cesto de Roupas Empilhável com Tampa Teca;41;44;;EMP,REC,RCL;;;SEM NOME EN | SEM NOME ES
552.002.M03;7896779652242;Teca;4;categoria Teca;Cesto de Roupas Empilhável com Tampa Teca - Preto 43,8L;Cesto de Roupas Empilhável com Tampa Teca;41;44;;EMP,RCL;;;SEM NOME EN | SEM NOME ES
552.004.002;7896779655236;Limpeza;3;capacidade 43800 ml;Cesto de Roupas Empilhável - Branco 43,8L;Cesto de Roupas Empilhável;26;40;;EMP,RCL,HIG;;;
552.004.003;7896779655243;Limpeza;3;capacidade 43800 ml;Cesto de Roupas Empilhável - Preto 43,8L;Cesto de Roupas Empilhável;26;40;;EMP,REC,RCL,HIG,FCL;RCL;;
553.012.002;7896779655311;Cozinha;2;capacidade 500 ml;Porta Sabão Líquido Flat - Branco 500ml;Porta Sabão Líquido Flat;24;34;;HIG;HIG;MANT,TEMP;
553.012.003;7896779655328;Cozinha;2;capacidade 500 ml;Porta Sabão Líquido Flat - Preto 500ml;Porta Sabão Líquido Flat;24;34;;EMP,REC,RCL,HIG,FCL;EMP,HIG,FCL,REC,RCL;COZI,MANT,TEMP;
553.012.086;7896779655342;Cozinha;2;capacidade 500 ml;Porta Sabão Líquido Flat - Chumbo 500ml;Porta Sabão Líquido Flat;24;34;;BPA,HIG;HIG;TEMP;
554.006.P01;7896779655472;POP;1;capacidade 330 ml;Kit POP com 6 Potes - Transparente 330ml;Kit POP com 6 Potes;19;28;;TRP;LAV,EMP,TRP;ACUC,FARI,MASS;SEM DESCRICAO NA ORIGEM
554.012.001;7896779655410;Potes;1;capacidade 330 ml;Pote com Tampa Fixa - Transparente 330ml;Pote com Tampa Fixa;19;28;;HER,TRP;HER,LAV,EMP,TRP;ACUC,FARI,MASS,BISC,TEMP;
554.012.003;7896779655441;Potes;1;capacidade 330 ml;Pote com Tampa Fixa - Preto 330ml;Pote com Tampa Fixa;19;28;;;LAV,EMP;ACUC,FARI,MASS,BISC,TEMP;SEM NOME EN | SEM NOME ES | SEM DESCRICAO NA ORIGEM
555.006.P01;7896779655540;POP;2;capacidade 600 ml;Kit POP com 6 Potes - Transparente 600ml;Kit POP com 6 Potes;19;34;;TRP;EMP,TRP;FARI,MASS;SEM DESCRICAO NA ORIGEM
555.012.001;7896779655519;Potes;2;capacidade 600 ml;Pote com Tampa Fixa - Transparente 600ml;Pote com Tampa Fixa;19;34;;HER,TRP;LAV,EMP,TRP;FARI,MASS,BISC,TEMP;
555.012.003;7896779655595;Potes;2;capacidade 600 ml;Pote com Tampa Fixa - Preto 600ml;Pote com Tampa Fixa;19;34;;;EMP;FARI,MASS,BISC,TEMP;SEM NOME EN | SEM NOME ES | SEM DESCRICAO NA ORIGEM
556.012.001;7896779655618;Potes;2;capacidade 1000 ml;Pote com Tampa Fixa - Transparente 1L;Pote com Tampa Fixa;19;34;;HER,TRP;LAV,EMP,TRP;ACUC,FARI,MASS,BISC,TEMP;
556.012.003;7896779655694;Potes;2;capacidade 1000 ml;Pote com Tampa Fixa - Preto 1L;Pote com Tampa Fixa;19;34;;;EMP;FARI,MASS,BISC,TEMP;SEM NOME EN | SEM NOME ES | SEM DESCRICAO NA ORIGEM
562.004.M00;7896779656226;Teca;4;categoria Teca;Tábua de Pizza com Cabo Teca;Tábua de Pizza com Cabo Teca;28;44;;;;;SEM CAPACIDADE
