referencia;achou;codprod;descrprod;ativo;codgrupoprod;nomegrupo;largura;altura;espessura;usomarcaprop;veredito_artefato;obs_artefato
556.012.001;S;9917;POTE COM TAMPA FIXA - TRANSPARENTE 1L;S;1000200;Linha Potes;13.00;7.70;17.50;S;ok;
556.012.003;S;14062;POTE COM TAMPA FIXA - PRETO 1L;S;1000200;Linha Potes;13.00;7.70;17.50;S;ok;
562.004.M00;S;9967;TABUA DE PIZZA COM CABO TECA;S;1001801;Teca Tábuas;38.00;1.50;49.00;S;ok;
563.004.M00;S;9968;TABUA DE PIZZA BROTINHO COM CABO TECA;S;1001801;Teca Tábuas;34.30;1.50;44.30;S;ok;
6120.006.P01;S;14076;KIT POP COM 6 POTES - TRANSPARENTE 500ML;S;1002001;POP;11.20;7.80;16.60;S;ok;
6120.050.001;S;132;POTE RASO RETANGULAR COM 2 PECAS - 500ML (061/2);S;1000200;Linha Potes;11.20;7.80;16.60;S;ok;
6130.030.001;S;133;POTE RASO RETANGULAR COM 3 PECAS - 500ML (061/3);S;1000200;Linha Potes;11.20;11.70;16.60;S;ok;
625.002.M00;S;10874;TABUA MULTIUSO MADEIRA TECA GRANDE GOURMET;S;1001801;Teca Tábuas;29.50;3.00;42.00;S;ok;
680.004.M00;S;12039;BOLEIRA TECA COM ACRILICO;S;1001803;Teca Cozinha;25.50;11.50;25.50;S;ok;
681.004.M00;S;12040;QUEIJEIRA TECA COM ACRILICO;S;1001803;Teca Cozinha;16.50;9.50;16.50;S;ok;
682.004.M00;S;12041;PETISQUEIRA TECA COM 3 MOLHEIRAS;S;1001804;Teca Petisqueira;8.80;18.00;24.50;S;ok;
683.004.M00;S;12042;PETISQUEIRA TECA COM 2 MOLHEIRAS;S;1001804;Teca Petisqueira;8.80;18.00;16.50;S;ok;
684.004.M00;S;12043;TABUA DE SERVIR TECA COM CABO E 2 MOLHEIRAS;S;1001804;Teca Petisqueira;17.50;1.80;40.00;S;ok;
685.004.M00;S;12044;TABUA DE SERVIR TECA COM 1 MOLHEIRA;S;1001804;Teca Petisqueira;23.00;1.80;23.00;S;ok;
686.004.M00;S;12045;TABUA DE SERVIR TECA COM 3 MOLHEIRAS;S;1001804;Teca Petisqueira;21.00;1.80;29.00;S;ok;
689.004.M00;S;12048;TABUA SERVIR TECA COM CABO E 1 MOLHEIRA;S;1001804;Teca Petisqueira;13.30;1.80;40.00;S;ok;
695.002.M00;S;14164;TABUA MULTIUSO MADEIRA TECA QUADRADA GOURMET;S;1001801;Teca Tábuas;21.00;1.20;39.50;S;ok;
700.006.001;S;4180;ORGANIZADOR DE GELADEIRA RATTAN - 7L;S;1001500;Linha Geladeira;27.50;8.20;38.20;S;ok;
701.006.001;S;4177;ORGANIZADOR DE GELADEIRA RATTAN - 4,5L;S;1001500;Linha Geladeira;22.00;8.20;31.90;S;ok;
702.006.001;S;4179;ORGANIZADOR DE GELADEIRA RATTAN - 3,2L;S;1001500;Linha Geladeira;19.50;8.20;25.00;S;ok;
703.006.001;S;4178;ORGANIZADOR DE GELADEIRA RATTAN - 4L;S;1001500;Linha Geladeira;19.50;10.40;25.00;S;ok;
704.006.01;N;;;;;;;;;;artefato_provavel;falta um zero - 704.006.001 existe (CODPROD 4176 ORGANIZADOR GELADEIRA RATTAN 2L)
705.006.001;S;4175;ORGANIZADOR DE GELADEIRA JUTA - 3,7L;S;1001500;Linha Geladeira;13.20;11.80;27.70;S;ok;
706.006.001;S;4174;ORGANIZADOR DE GELADEIRA JUTA - 1,5L;S;1001500;Linha Geladeira;10.00;8.70;20.80;S;ok;
712.012.001;S;12013;ORGANIZADOR DE GELADEIRA FLAT - 2,35L;S;1001500;Linha Geladeira;11.50;10.80;25.00;S;ok;
713.012.001;S;12014;ORGANIZADOR DE GELADEIRA FLAT - 3,75L;S;1001500;Linha Geladeira;17.50;10.70;25.20;S;ok;
817.012.001;S;12015;POTE ALTO COM VALVULA - TRANSPARENTE 1,5L;S;1000200;Linha Potes;15.00;7.00;25.00;S;ok;
818.012.001;S;12016;POTE ALTO COM VALVULA - TRANSPARENTE 2,9L;S;1000200;Linha Potes;19.00;9.00;31.00;S;ok;
819.012.001;S;12018;POTE ALTO COM VALVULA - TRANSPARENTE 4,6L;S;1000200;Linha Potes;21.00;7.00;36.00;S;ok;
820.006.002;S;12065;ESCORREDOR DE PRATOS FLAT - BRANCO;S;1000100;Linha Cozinha;26.80;12.00;41.50;S;ok;
820.006.003;S;12066;ESCORREDOR DE PRATOS FLAT - PRETO;S;1000100;Linha Cozinha;26.80;12.00;41.50;S;ok;
820.006.086;S;12067;ESCORREDOR DE PRATOS FLAT - CHUMBO;S;1000100;Linha Cozinha;26.80;12.00;41.50;S;ok;
821.004.001;S;12032;KIT POTE TAMPA FIXA COM 3 PECAS - TRANSPARENTE;S;1000200;Linha Potes;13.00;7.70;17.50;S;ok;
821.004.003;S;14074;KIT POTE TAMPA FIXA COM 3 PECAS - PRETO;S;1000200;Linha Potes;13.00;7.70;17.50;S;ok;
822.006.002;S;12070;ESCORREDOR DE TALHERES FLAT - BRANCO;S;1000100;Linha Cozinha;10.00;10.00;15.30;S;ok;
822.006.003;S;12071;ESCORREDOR DE TALHERES FLAT - PRETO;S;1000100;Linha Cozinha;10.00;10.00;15.30;S;ok;
822.006.086;S;12072;ESCORREDOR DE TALHERES FLAT - CHUMBO;S;1000100;Linha Cozinha;10.00;10.00;15.30;S;ok;
850.004.N03;S;14170;ARARA DE ROUPA NITRON-MOB;S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
851.004.N03;S;14172;SAPATEIRA PEQUENA;S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
852.004.N03;S;14173;SAPATEIRA GRANDE;S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
853.004.N03;S;14171;KIT SUPORTE DECORATIVO (M);S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
855.004.N03;S;14178;PRATELEIRA MULTIUSO G 2P;S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
856.004.N03;S;14179;PRATELEIRA MULTIUSO G 3P;S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
857.004.N03;S;14182;PRATELEIRA MULTIUSO G 4P;S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
858.004.N03;S;14177;PRATELEIRA MULTIUSO M 2P;S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
859.004.N03;S;14176;PRATELEIRA MULTIUSO M 3P;S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
860.004.N03;S;14181;PRATELEIRA MULTIUSO M 4P;S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
861.004.N03;S;14174;PRATELEIRA MULTIUSO P 2P;S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
862.004.N03;S;14175;PRATELEIRA MULTIUSO P 3P;S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
863.004.N03;S;14180;PRATELEIRA MULTIUSO P 4P;S;1001901;Nitron Mob;21.00;1.20;39.50;S;ok;
920.004.002;S;12022;CONJ. PORTA DETERGENTE FLAT COM 2 PECAS - BRANCO 500ML;S;1000100;Linha Cozinha;8.60;16.30;20.40;S;ok;
920.004.003;S;12023;CONJ. PORTA DETERGENTE FLAT COM 2 PECAS - PRETO 500ML;S;1000100;Linha Cozinha;8.60;16.30;20.40;S;ok;
920.004.086;S;12024;CONJ. PORTA DETERGENTE FLAT COM 2 PECAS - CHUMBO 500ML;S;1000100;Linha Cozinha;8.60;16.30;20.40;S;ok;
