referencia,codprod,nome,pagina,categoria_catalogo,ambiente,linha_erp,comprimento_mm,largura_mm,altura_mm,fonte_cota,classe,frente_mm,profundidade_min_mm,baia_mm,faturamento_12m,clientes
098.012.999,14016,Balde Limpex,105,LIMPEZA,BANHO E LAVANDERIA,Linha Limpeza,312.0,283.0,243.0,erp,gondola,283,372,270,15666.52,68
383.012.001,8734,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,225.0,148.0,53.0,erp,gondola,148,285,270,15312.35,184
2580.012.003,14039,Pote Alto Retangular,61,POTES,COZINHA,Linha Potes,305.0,185.0,87.0,erp,gondola,185,372,270,15118.11,75
236.012.667,150,Pote Sal Grosso Acoplado Com Rosca - 1L (236/Sg),47,POTES,COZINHA,Linha Potes,118.0,118.0,150.0,erp,gondola,118,285,270,15039.17,156
311.012.002,11949,Marmita e Pote 2 em 1,57,POTES,COZINHA,Linha Potes,205.0,125.0,60.0,erp,gondola,125,285,270,14889.18,142
096.012.086,11860,Escorredor de Pratos Rattan,71,COZINHA,COZINHA,Linha Cozinha,218.0,335.0,98.0,erp,gondola,218,372,270,14771.65,77
369.006.001,6764,Kit Porta Frios Com 3 Pecas,77,COZINHA,COZINHA,Linha Potes,200.0,120.0,120.0,erp,gondola,120,285,270,14592.02,62
712.012.001,12013,Organizador de Geladeira Flat,27,GELADEIRA,COZINHA,Linha Geladeira,250.0,115.0,108.0,erp,gondola,115,285,270,14333.64,132
155.006.861,12035,Kit Pote Alto Coloratto Com 2 Pecas - 850 Ml,63,POTES,COZINHA,Linha Coloratto,170.0,110.0,180.0,erp,gondola,110,285,270,13920.07,108
384.012.003,8647,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,150.0,68.0,53.0,erp,gondola,68,285,270,13905.69,195
232.006.862,11892,Kit Pote Raso Coloratto Com 3 Pecas - 500Ml,62,POTES,COZINHA,Linha Coloratto,170.0,110.0,150.0,erp,gondola,110,285,270,12784.62,105
131.012.009,13985,"Frasqueira Medicamentos 2,2L",29,FRASQUEIRAS,FRASQUEIRAS E INFANTIL,Linha Frasqueiras,290.0,140.0,98.0,erp,gondola,140,372,270,12409.32,46
259.012.086,11937,Caixa Organizadora Baixa Rattan com Tampa,6,ORGANIZACAO,ORGANIZACAO,Linha Organização,255.0,200.0,83.0,erp,gondola,200,285,270,12165.72,74
427.024.002,8024,Escorredor Quadrado,83,COZINHA,COZINHA,Decor-Chef,255.0,242.0,110.0,erp,gondola,242,285,270,12087.99,55
155.012.003,13979,Pote Alto com Travas,43,POTES,COZINHA,Linha Potes,170.0,110.0,90.0,erp,gondola,110,285,270,12062.91,104
233.012.003,14036,Pote Raso com Travas,42,POTES,COZINHA,Linha Potes,220.0,140.0,70.0,erp,gondola,140,285,270,12046.8,103
384.012.001,8735,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,150.0,68.0,53.0,erp,gondola,68,285,270,11778.37,204
352.012.001,6100,Kit Potes Modulares com 3 Peças,50,POTES,COZINHA,Linha Potes,93.0,93.0,231.0,erp,gondola,93,285,270,11700.51,48
686.004.M00,12045,Tábua de Servir Teca Com 3 Molheiras,37,TECA,COZINHA,Teca Petisqueira,290.0,210.0,18.0,erp,gondola,210,372,270,11504.17,39
191.012.003,14008,Pote com 2 Divisórias,59,POTES,COZINHA,Linha Potes,170.0,170.0,67.0,erp,gondola,170,285,270,11491.56,61
301.012.003,14055,Pote Raso Retangular Raso,60,POTES,COZINHA,Linha Potes,250.0,150.0,50.0,erp,gondola,150,285,270,11339.56,98
207.012.547,4289,Jarra Medidora Top Mix,91,JARRAS,COZINHA,Linha Jarras,142.0,99.0,177.0,erp,gondola,99,285,270,11127.59,114
384.012.002,8646,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,150.0,68.0,53.0,erp,gondola,68,285,270,11106.65,138
3770.012.003,14060,Pote Quadrado com Travas,44,POTES,COZINHA,Linha Potes,185.0,200.0,88.0,erp,gondola,185,285,270,10284.36,50
390.012.M00,8865,Tábua com Cabo Teca  P,34,TECA,COZINHA,Teca Tábuas,250.0,150.0,12.0,erp,gondola,150,285,270,10220.86,27
232.012.003,14037,Pote Raso com Travas,42,POTES,COZINHA,Linha Potes,170.0,110.0,50.0,erp,gondola,110,285,270,10214.13,118
453.012.086,11998,Lixeira Rattan com Clique,97,LIXEIRAS,BANHO E LAVANDERIA,Linha Lixeiras,190.0,160.0,225.0,erp,gondola,160,285,270,10017.18,48
820.006.002,12065,Escorredor de Pratos Flat,72,COZINHA,COZINHA,Linha Cozinha,415.0,268.0,120.0,erp,gondola,268,500,270,9937.86,47
235.012.003,6633,Pote Acoplado Preto C/Rosca 500Ml,46,POTES,COZINHA,Linha Potes,118.0,118.0,82.0,erp,gondola,118,285,270,9735.2,106
547.012.003,9882,Porta Algodão e Cotonete Flat,107,BANHEIRO,BANHO E LAVANDERIA,Linha Banheiro,80.0,80.0,135.0,erp,gondola,80,285,270,9669.21,189
547.012.002,9881,Porta Algodão e Cotonete Flat,107,BANHEIRO,BANHO E LAVANDERIA,Linha Banheiro,80.0,80.0,135.0,erp,gondola,80,285,270,9652.16,167
3780.012.003,14035,Pote Quadrado com Travas,44,POTES,COZINHA,Linha Potes,145.0,155.0,73.0,erp,gondola,145,285,270,9537.04,98
382.012.001,8733,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,147.0,147.0,53.0,erp,gondola,147,285,270,9445.83,155
625.002.M00,10874,Teca Grande Gourmet,35,TECA,COZINHA,Teca Tábuas,420.0,295.0,30.0,erp,gondola,295,500,270,9364.74,10
188.012.086,11876,Super Prático,74,COZINHA,COZINHA,Linha Cozinha,267.0,360.0,108.0,erp,gondola,267,372,270,9196.31,59
6120.006.P01,14076,Kit POP - 6 Potes Retangulares,64,POP,COZINHA,POP,166.0,112.0,78.0,erp,gondola,112,285,270,9045.18,23
154.012.003,13822,Pote Alto com Travas,43,POTES,COZINHA,Linha Potes,140.0,100.0,70.0,erp,gondola,100,285,270,8989.92,121
311.012.001,13821,Marmita e Pote 2 em 1,57,POTES,COZINHA,Linha Potes,205.0,125.0,60.0,erp,gondola,125,285,270,8754.72,67
400.024.002,8037,Abridor de Tampas Apertadas,94,DECOR,COZINHA,Decor-Chef,140.0,50.0,30.0,erp,gondola,50,285,270,8518.06,57
054.004.003,11346,Cesto de Roupas,103,LIMPEZA,BANHO E LAVANDERIA,Linha Limpeza,230.0,345.0,500.0,erp,gondola,230,372,,8507.08,16
820.006.003,12066,Escorredor de Pratos Flat,72,COZINHA,COZINHA,Linha Cozinha,415.0,268.0,120.0,erp,gondola,268,500,270,8115.06,54
236.012.668,13992,Pote Café Acoplado Com Rosca - 1L,47,POTES,COZINHA,Linha Potes,118.0,118.0,150.0,erp,gondola,118,285,270,7830.72,101
382.012.003,8643,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,147.0,147.0,53.0,erp,gondola,147,285,270,7819.44,133
429.024.002,8028,Escorredor Meia Lua,83,COZINHA,COZINHA,Decor-Chef,336.0,120.0,11.0,erp,gondola,120,372,270,7350.66,36
010.001.003,13998,Caixa Expositora Com 40 Kits Com 10 Cabides - Preto,12,ORGANIZACAO,ORGANIZACAO,Linha Organização,395.0,7.0,200.0,erp,gondola,7,500,270,6239.65,9
547.012.086,12010,Porta Algodão e Cotonete Flat,107,BANHEIRO,BANHO E LAVANDERIA,Linha Banheiro,80.0,80.0,135.0,erp,gondola,80,285,270,5928.4,102
552.002.M02,12068,Cesto de Roupa Empilhável com Teca,39,TECA,COZINHA,Teca Organização,350.0,345.0,495.0,erp,gondola,345,372,,5893.31,22
207.012.002,9617,Jarra Medidora Top Mix,91,JARRAS,COZINHA,Linha Jarras,142.0,99.0,177.0,erp,gondola,99,285,270,5847.32,70
684.004.M00,12043,Tabua De Servir Teca Com Cabo E 2 Molheiras,36,TECA,COZINHA,Teca Petisqueira,400.0,175.0,18.0,erp,gondola,175,500,270,5801.68,35
822.006.003,12071,Escorredor de Talheres Flat,72,COZINHA,COZINHA,Linha Cozinha,153.0,100.0,100.0,erp,gondola,100,285,270,5729.24,93
300.012.003,14128,Pote Raso Retangular Raso,60,POTES,COZINHA,Linha Potes,200.0,120.0,40.0,erp,gondola,120,285,270,5725.17,51
689.004.M00,12048,Tabua Servir Teca Com Cabo E 1 Molheira,36,TECA,COZINHA,Teca Petisqueira,400.0,133.0,18.0,erp,gondola,133,500,270,5630.64,37
822.006.002,12070,Escorredor de Talheres Flat,72,COZINHA,COZINHA,Linha Cozinha,153.0,100.0,100.0,erp,gondola,100,285,270,5554.8,98
562.004.M00,9967,Tábua de Pizza com Cabo Teca,35,TECA,COZINHA,Teca Tábuas,490.0,380.0,15.0,erp,gondola,380,500,270,5516.64,11
034.012.003,14007,Pote Mônaco com 3 Divisórias,59,POTES,COZINHA,Linha Potes,245.0,190.0,50.0,erp,gondola,190,285,270,5421.13,31
205.012.003,13819,Pote Retangular Fit,53,POTES,COZINHA,Linha Potes,119.0,95.0,56.0,catalogo,gondola,95,285,270,5287.08,83
319.006.P01,14058,Kit POP - 6 Potes Quadrados,65,POP,COZINHA,POP,78.0,78.0,69.0,erp,gondola,78,285,270,5268.0,20
382.012.002,8642,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,147.0,147.0,53.0,erp,gondola,147,285,270,5162.76,90
555.012.003,14043,Pote com Tampa Fixa,41,POTES,COZINHA,Linha Potes,150.0,105.0,65.0,erp,gondola,105,285,270,5117.28,60
380.024.003,14013,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,206.0,99.0,87.0,erp,gondola,99,285,270,5045.04,39
317.006.P01,14057,Kit POP com 5 Marmitas Fits,64,POP,COZINHA,POP,184.0,100.0,62.0,erp,gondola,100,285,270,4937.94,14
321.012.003,6671,Pote Modular - Preto 800Ml,51,POTES,COZINHA,Linha Potes,185.0,200.0,88.0,erp,gondola,185,285,270,4867.21,57
231.006.P01,14052,Kit POP - 6 Potes com Travas,64,POP,COZINHA,POP,140.0,100.0,40.0,erp,gondola,100,285,270,4649.29,20
380.024.002,14012,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,206.0,99.0,87.0,erp,gondola,99,285,270,4378.08,24
2290.012.003,14152,Pote Redondo com Travas,45,POTES,COZINHA,Linha Potes,125.0,135.0,61.0,erp,gondola,125,285,270,4306.8,68
2500.012.003,14040,Pote Alto Retangular,61,POTES,COZINHA,Linha Potes,199.0,119.0,66.0,erp,gondola,119,285,270,4268.28,59
167.010.003,14006,10 Peças - Preto,12,ORGANIZACAO,ORGANIZACAO,Linha Organização,390.0,7.0,195.0,erp,gondola,7,500,270,4253.5,18
682.004.M00,12041,Base Teca com 3 Molheiras,37,TECA,COZINHA,Teca Petisqueira,245.0,88.0,180.0,erp,gondola,88,285,270,4229.52,40
429.024.003,8029,Escorredor Meia Lua,83,COZINHA,COZINHA,Decor-Chef,336.0,120.0,11.0,erp,gondola,120,372,270,4201.64,26
235.012.671,14153,Pote Acoplado Preto C/Rosca - Sal 500Ml,46,POTES,COZINHA,Linha Potes,118.0,118.0,82.0,erp,gondola,118,285,270,4076.4,66
227.036.998,14064,Copo Infantil com Alça - Sortido,67,INFANTIL,FRASQUEIRAS E INFANTIL,Linha Infantil,110.0,80.0,122.0,erp,gondola,80,285,270,4068.0,20
2280.012.003,13810,Pote Redondo com Travas,45,POTES,COZINHA,Linha Potes,165.0,175.0,81.0,erp,gondola,165,285,270,3954.96,48
236.012.672,13996,Pote Açucar Acoplado Com Rosca - 1L,47,POTES,COZINHA,Linha Potes,118.0,118.0,150.0,erp,gondola,118,285,270,3933.0,51
351.012.003,6665,Kit Potes Modulares com 3 Peças,50,POTES,COZINHA,Linha Potes,113.0,120.0,58.0,erp,gondola,113,285,270,3814.08,21
231.012.003,13997,Pote Raso com Travas,42,POTES,COZINHA,Linha Potes,140.0,100.0,40.0,erp,gondola,100,285,270,3795.92,67
3790.012.003,14061,Pote Quadrado com Travas,44,POTES,COZINHA,Linha Potes,113.0,120.0,58.0,erp,gondola,113,285,270,3761.4,77
205.006.P01,14075,Kit POP - 6 Potes Fits,65,POP,COZINHA,POP,156.0,78.0,207.0,catalogo,gondola,78,285,270,3756.9,17
317.012.003,14140,Marmita Fit,56,POTES,COZINHA,Linha Potes,172.0,127.0,68.0,erp,gondola,127,285,270,3737.16,38
3760.012.003,14059,Pote Quadrado com Travas,44,POTES,COZINHA,Linha Potes,250.0,240.0,110.0,erp,gondola,240,285,270,3724.32,23
556.012.003,14062,Pote com Tampa Fixa,41,POTES,COZINHA,Linha Potes,175.0,130.0,77.0,erp,gondola,130,285,270,3700.44,41
323.006.003,6667,"Pote Modular - Preto 2,4L",51,POTES,COZINHA,Linha Potes,235.0,250.0,108.0,erp,gondola,235,285,270,3615.06,39
010.010.003,13999,10 Peças - Preto,12,ORGANIZACAO,ORGANIZACAO,Linha Organização,395.0,7.0,200.0,erp,gondola,7,500,270,3481.0,18
555.006.P01,14073,Kit POP - 6 Potes Tampas Fixa,65,POP,COZINHA,POP,150.0,105.0,65.0,erp,gondola,105,285,270,3417.42,17
319.012.003,6669,Pote Modular - Preto 250Ml,51,POTES,COZINHA,Linha Potes,113.0,120.0,58.0,erp,gondola,113,285,270,3236.4,48
685.004.M00,12044,Tábua de Servir Teca com 1 Molheira,37,TECA,COZINHA,Teca Petisqueira,230.0,230.0,18.0,erp,gondola,230,285,270,2923.86,21
241.006.P01,14053,Kit POP - 6 Potes com Válvula,65,POP,COZINHA,POP,198.0,117.0,40.0,erp,gondola,117,285,270,2919.48,13
563.004.M00,9968,Tábua Brotinho com Cabo Teca,35,TECA,COZINHA,Teca Tábuas,443.0,343.0,15.0,erp,gondola,343,500,270,2911.84,8
554.006.P01,14072,Kit POP - 6 Potes Tampas Fixa,65,POP,COZINHA,POP,123.0,80.0,60.0,erp,gondola,80,285,270,2853.84,15
303.012.003,14056,Pote Raso Retangular Raso,60,POTES,COZINHA,Linha Potes,360.0,210.0,70.0,erp,gondola,210,372,270,2849.76,22
184.010.003,13820,10 Peças - Preto,12,ORGANIZACAO,ORGANIZACAO,Linha Infantil,281.0,7.0,152.0,erp,gondola,7,285,270,2783.5,15
552.002.M03,12069,Cesto de Roupa Empilhável com Teca,39,TECA,COZINHA,Teca Organização,350.0,345.0,495.0,erp,gondola,345,372,,2658.75,10
550.036.999,14068,Sortido 6 Estampas,69,REALCE,FRASQUEIRAS E INFANTIL,Linha Realce,113.0,89.0,119.0,erp,gondola,89,285,270,2651.4,13
822.006.086,12072,Escorredor de Talheres Flat,72,COZINHA,COZINHA,Linha Cozinha,153.0,100.0,100.0,erp,gondola,100,285,270,2570.59,53
320.012.003,6672,Pote Modular - Preto 450Ml,51,POTES,COZINHA,Linha Potes,145.0,155.0,73.0,erp,gondola,145,285,270,2566.8,39
683.004.M00,12042,Base Teca com 2 Molheiras,37,TECA,COZINHA,Teca Petisqueira,165.0,88.0,180.0,erp,gondola,88,285,270,2288.88,32
3790.006.P01,14071,Kit POP - 6 Potes Quadrados,65,POP,COZINHA,POP,113.0,120.0,58.0,erp,gondola,113,285,270,2225.98,16
554.012.003,14042,Pote com Tampa Fixa,41,POTES,COZINHA,Linha Potes,123.0,80.0,60.0,erp,gondola,80,285,270,2079.48,48
820.006.086,12067,Escorredor de Pratos Flat,72,COZINHA,COZINHA,Linha Cozinha,415.0,268.0,120.0,erp,gondola,268,500,270,2022.78,14
236.012.671,13995,Pote Feijão Acoplado Com Rosca - 1L,47,POTES,COZINHA,Linha Potes,118.0,118.0,150.0,erp,gondola,118,285,270,1981.44,25
236.012.669,13993,Pote Arroz Acoplado Com Rosca - 1L,47,POTES,COZINHA,Linha Potes,118.0,118.0,150.0,erp,gondola,118,285,270,1779.96,24
550.036.998,14067,Sortido 6 Estampas,69,REALCE,FRASQUEIRAS E INFANTIL,Linha Realce,113.0,89.0,119.0,erp,gondola,89,285,270,1501.56,10
438.006.M00,14161,Tábua de Corte Teca Extra G,33,TECA,COZINHA,Teca Tábuas,395.0,210.0,12.0,erp,gondola,210,500,270,1350.66,3
380.024.001,14011,Organizador de Gavetas Modular,11,ORGANIZACAO,ORGANIZACAO,Linha Organização,206.0,99.0,87.0,erp,gondola,99,285,270,1274.88,33
549.024.999,14066,Sortido 4 Estampas,69,REALCE,FRASQUEIRAS E INFANTIL,Linha Realce,85.0,85.0,152.0,erp,gondola,85,285,270,1269.6,8
190.012.003,14070,Pote Alto com Travas,43,POTES,COZINHA,Linha Potes,208.0,145.0,218.0,erp,gondola,145,285,270,1140.12,5
549.024.998,14065,Sortido 4 Estampas,69,REALCE,FRASQUEIRAS E INFANTIL,Linha Realce,85.0,85.0,152.0,erp,gondola,85,285,270,972.48,10
236.012.670,13994,Pote Farinha Acoplado Com Rosca - 1L,47,POTES,COZINHA,Linha Potes,118.0,118.0,150.0,erp,gondola,118,285,270,800.52,11
821.004.003,14074,Pote com Tampa Fixa,41,POTES,COZINHA,Linha Potes,175.0,130.0,77.0,erp,gondola,130,285,270,549.2,5
856.004.N03,14179,Prateleira Multiuso G 3P,25,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,451.12,1
857.004.N03,14182,Prateleira Multiuso G 4P,25,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,292.44,1
860.004.N03,14181,Prateleira Multiuso M 4P,23,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,250.8,1
863.004.N03,14180,Prateleira Multiuso P 4P,22,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,228.88,1
443.006.M00,14169,Tábua de Corte Teca G com Alça de Metal,33,TECA,COZINHA,Teca Tábuas,395.0,210.0,12.0,erp,gondola,210,500,270,225.84,1
852.004.N03,14173,Sapateira Grande,24,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,200.56,1
859.004.N03,14176,Prateleira Multiuso M 3P,23,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,191.84,1
862.004.N03,14175,Prateleira Multiuso P 3P,22,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,179.04,1
855.004.N03,14178,Prateleira Multiuso G 2P,24,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,153.24,1
858.004.N03,14177,Prateleira Multiuso M 2P,23,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,130.88,1
861.004.N03,14174,Prateleira Multiuso P 2P,22,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,126.04,1
851.004.N03,14172,Sapateira Pequena,24,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,85.76,1
006.030.998,14063,Copo Baby com Tampa - Sortido,67,INFANTIL,FRASQUEIRAS E INFANTIL,Linha Infantil,70.0,70.0,108.0,erp,gondola,70,285,270,69.0,1
695.002.M00,14164,Teca Quadrada Gourmet,35,TECA,COZINHA,Teca Tábuas,395.0,210.0,12.0,erp,gondola,210,500,270,0.0,0
850.004.N03,14170,Arara de Roupas Nitron-Mob,21,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,0.0,0
853.004.N03,14171,Kit Suporte Decorativo,21,NITRON-MOB,NITRON-MOB,Nitron Mob,395.0,210.0,12.0,erp,montado no chao,210,500,270,0.0,0
